n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
6500,0.799000,1.056000,0.338000,0.177000,0.138000,0.103000,0.108000,0.153000,0.347000,0.197000,0.120000,0.104000,0.108000,0.130000
7000,0.924000,1.262000,0.381000,0.205000,0.135000,0.134000,0.122000,0.166000,0.399000,0.226000,0.184000,0.131000,0.110000,0.156000
7500,1.068000,1.504000,0.429000,0.247000,0.193000,0.124000,0.123000,0.149000,0.466000,0.267000,0.200000,0.162000,0.142000,0.137000
8000,1.258000,1.760000,0.483000,0.285000,0.197000,0.163000,0.161000,0.168000,0.514000,0.289000,0.199000,0.170000,0.160000,0.158000
8500,1.369000,2.010000,0.542000,0.308000,0.202000,0.185000,0.145000,0.197000,0.580000,0.323000,0.200000,0.190000,0.143000,0.173000
9000,1.531000,2.280000,0.590000,0.333000,0.211000,0.168000,0.201000,0.203000,0.658000,0.366000,0.240000,0.174000,0.174000,0.174000
9500,1.709000,2.637000,0.663000,0.426000,0.210000,0.222000,0.191000,0.253000,0.741000,0.400000,0.228000,0.208000,0.197000,0.202000
1000,0.019000,0.020000,0.030000,0.020000,0.009000,0.010000,0.009000,0.011000,0.018000,0.020000,0.010000,0.012000,0.010000,0.013000
10000,1.950000,2.847000,0.724000,0.396000,0.282000,0.207000,0.164000,0.224000,0.793000,0.451000,0.275000,0.217000,0.217000,0.199000
1500,0.043000,0.043000,0.031000,0.020000,0.019000,0.015000,0.015000,0.016000,0.028000,0.018000,0.018000,0.015000,0.013000,0.014000
2000,0.075000,0.079000,0.067000,0.029000,0.028000,0.019000,0.033000,0.024000,0.045000,0.040000,0.027000,0.053000,0.030000,0.035000
2500,0.117000,0.123000,0.058000,0.050000,0.040000,0.031000,0.028000,0.046000,0.058000,0.056000,0.046000,0.030000,0.026000,0.028000
3000,0.168000,0.180000,0.074000,0.060000,0.041000,0.066000,0.033000,0.036000,0.124000,0.064000,0.043000,0.071000,0.045000,0.039000
3500,0.229000,0.255000,0.153000,0.061000,0.055000,0.049000,0.047000,0.043000,0.109000,0.061000,0.051000,0.040000,0.053000,0.061000
4000,0.300000,0.338000,0.124000,0.091000,0.062000,0.077000,0.055000,0.047000,0.134000,0.074000,0.063000,0.067000,0.088000,0.073000
4500,0.381000,0.447000,0.154000,0.089000,0.072000,0.062000,0.056000,0.056000,0.163000,0.095000,0.074000,0.103000,0.060000,0.058000
500,0.005000,0.005000,0.004000,0.007000,0.012000,0.005000,0.004000,0.005000,0.007000,0.004000,0.004000,0.004000,0.006000,0.006000
5000,0.481000,0.572000,0.183000,0.183000,0.089000,0.072000,0.075000,0.072000,0.202000,0.112000,0.161000,0.076000,0.069000,0.074000
5500,0.573000,0.721000,0.223000,0.128000,0.134000,0.141000,0.119000,0.079000,0.238000,0.137000,0.098000,0.084000,0.112000,0.080000
6000,0.683000,0.911000,0.283000,0.166000,0.127000,0.083000,0.111000,0.175000,0.295000,0.169000,0.104000,0.090000,0.114000,0.118000
6500,0.800000,1.075000,0.336000,0.194000,0.115000,0.094000,0.106000,0.143000,0.348000,0.197000,0.169000,0.108000,0.115000,0.118000
7000,0.924000,1.280000,0.367000,0.213000,0.169000,0.155000,0.101000,0.200000,0.407000,0.302000,0.181000,0.112000,0.114000,0.138000
7500,1.068000,1.506000,0.439000,0.246000,0.178000,0.125000,0.124000,0.152000,0.465000,0.256000,0.189000,0.124000,0.147000,0.150000
8000,1.223000,1.760000,0.489000,0.292000,0.198000,0.187000,0.128000,0.182000,0.522000,0.288000,0.170000,0.160000,0.162000,0.169000
8500,1.368000,1.951000,0.534000,0.292000,0.193000,0.151000,0.134000,0.231000,0.630000,0.322000,0.199000,0.209000,0.148000,0.206000
9000,1.531000,2.295000,0.587000,0.328000,0.210000,0.164000,0.160000,0.198000,0.722000,0.369000,0.232000,0.188000,0.186000,0.172000
9500,1.723000,2.546000,0.656000,0.370000,0.244000,0.177000,0.177000,0.221000,0.746000,0.403000,0.270000,0.211000,0.191000,0.187000
1000,0.019000,0.019000,0.016000,0.016000,0.009000,0.010000,0.009000,0.010000,0.017000,0.010000,0.009000,0.013000,0.007000,0.010000
10000,1.901000,2.944000,0.793000,0.413000,0.264000,0.206000,0.182000,0.261000,0.876000,0.478000,0.298000,0.210000,0.184000,0.175000
1500,0.042000,0.042000,0.040000,0.028000,0.038000,0.022000,0.015000,0.016000,0.030000,0.020000,0.020000,0.015000,0.017000,0.014000
2000,0.075000,0.078000,0.042000,0.073000,0.030000,0.020000,0.035000,0.052000,0.040000,0.029000,0.028000,0.025000,0.020000,0.028000
2500,0.121000,0.123000,0.056000,0.034000,0.027000,0.029000,0.029000,0.041000,0.059000,0.068000,0.059000,0.030000,0.040000,0.029000
3000,0.168000,0.180000,0.077000,0.047000,0.033000,0.037000,0.035000,0.040000,0.078000,0.062000,0.079000,0.035000,0.037000,0.036000
3500,0.230000,0.250000,0.102000,0.060000,0.041000,0.090000,0.044000,0.051000,0.104000,0.058000,0.086000,0.042000,0.042000,0.047000
4000,0.300000,0.344000,0.143000,0.075000,0.077000,0.052000,0.099000,0.054000,0.138000,0.074000,0.065000,0.065000,0.059000,0.070000
4500,0.379000,0.445000,0.205000,0.090000,0.082000,0.101000,0.056000,0.067000,0.165000,0.129000,0.082000,0.115000,0.057000,0.067000
500,0.005000,0.005000,0.008000,0.007000,0.005000,0.005000,0.005000,0.005000,0.004000,0.005000,0.004000,0.006000,0.007000,0.005000
5000,0.468000,0.575000,0.185000,0.107000,0.098000,0.076000,0.084000,0.099000,0.201000,0.114000,0.070000,0.078000,0.069000,0.074000
5500,0.575000,0.706000,0.275000,0.174000,0.097000,0.155000,0.124000,0.088000,0.240000,0.137000,0.091000,0.090000,0.138000,0.083000
6000,0.682000,0.912000,0.281000,0.167000,0.106000,0.097000,0.075000,0.164000,0.305000,0.167000,0.105000,0.101000,0.099000,0.111000
6500,0.800000,1.063000,0.323000,0.191000,0.139000,0.103000,0.094000,0.187000,0.366000,0.197000,0.163000,0.107000,0.130000,0.142000
7000,0.928000,1.285000,0.421000,0.216000,0.138000,0.155000,0.109000,0.180000,0.385000,0.225000,0.184000,0.121000,0.117000,0.145000
7500,1.065000,1.498000,0.429000,0.281000,0.177000,0.119000,0.133000,0.153000,0.452000,0.256000,0.207000,0.152000,0.137000,0.139000
8000,1.218000,1.765000,0.492000,0.259000,0.203000,0.175000,0.131000,0.221000,0.512000,0.289000,0.204000,0.177000,0.161000,0.129000
8500,1.367000,1.993000,0.537000,0.310000,0.193000,0.151000,0.144000,0.215000,0.629000,0.323000,0.184000,0.181000,0.178000,0.198000
9000,1.570000,2.255000,0.611000,0.343000,0.244000,0.186000,0.192000,0.199000,0.652000,0.403000,0.206000,0.165000,0.167000,0.203000
9500,1.712000,2.549000,0.674000,0.360000,0.243000,0.201000,0.167000,0.262000,0.720000,0.409000,0.250000,0.203000,0.189000,0.215000
