n,threads,time
60000000,24,0.100000
60000000,48,0.109000
60000000,96,0.104000
65000000,3,0.328000
65000000,6,0.203000
65000000,12,0.107000
65000000,24,0.096000
65000000,48,0.094000
65000000,96,0.092000
70000000,3,0.363000
70000000,6,0.192000
70000000,12,0.155000
70000000,24,0.097000
70000000,48,0.085000
70000000,96,0.091000
75000000,3,0.372000
75000000,6,0.223000
75000000,12,0.178000
75000000,24,0.088000
75000000,48,0.090000
75000000,96,0.098000
80000000,3,0.397000
80000000,6,0.223000
80000000,12,0.137000
80000000,24,0.129000
80000000,48,0.094000
80000000,96,0.122000
85000000,3,0.447000
85000000,6,0.236000
85000000,12,0.129000
85000000,24,0.079000
85000000,48,0.080000
85000000,96,0.098000
90000000,3,0.462000
90000000,6,0.238000
90000000,12,0.136000
90000000,24,0.079000
90000000,48,0.084000
90000000,96,0.099000
95000000,3,0.479000
95000000,6,0.255000
95000000,12,0.139000
95000000,24,0.079000
95000000,48,0.104000
95000000,96,0.120000
100000000,3,0.513000
100000000,6,0.262000
100000000,12,0.169000
100000000,24,0.090000
100000000,48,0.113000
100000000,96,0.099000
5000000,3,0.037000
5000000,6,0.030000
5000000,12,0.020000
5000000,24,0.013000
5000000,48,0.016000
5000000,96,0.020000
10000000,3,0.075000
10000000,6,0.075000
10000000,12,0.039000
10000000,24,0.022000
10000000,48,0.021000
10000000,96,0.039000
15000000,3,0.109000
15000000,6,0.086000
15000000,12,0.032000
15000000,24,0.020000
15000000,48,0.035000
15000000,96,0.051000
20000000,3,0.112000
20000000,6,0.076000
20000000,12,0.059000
20000000,24,0.034000
20000000,48,0.043000
20000000,96,0.044000
25000000,3,0.132000
25000000,6,0.093000
25000000,12,0.085000
25000000,24,0.042000
25000000,48,0.035000
25000000,96,0.044000
30000000,3,0.161000
30000000,6,0.086000
30000000,12,0.051000
30000000,24,0.046000
30000000,48,0.033000
30000000,96,0.066000
35000000,3,0.189000
35000000,6,0.111000
35000000,12,0.058000
35000000,24,0.043000
35000000,48,0.057000
35000000,96,0.060000
40000000,3,0.210000
40000000,6,0.126000
40000000,12,0.064000
40000000,24,0.055000
40000000,48,0.073000
40000000,96,0.074000
45000000,3,0.228000
45000000,6,0.155000
45000000,12,0.109000
45000000,24,0.056000
45000000,48,0.071000
45000000,96,0.062000
50000000,3,0.260000
50000000,6,0.149000
50000000,12,0.078000
50000000,24,0.070000
50000000,48,0.057000
50000000,96,0.074000
55000000,3,0.300000
55000000,6,0.165000
55000000,12,0.100000
55000000,24,0.050000
55000000,48,0.069000
55000000,96,0.071000
60000000,3,0.311000
60000000,6,0.164000
60000000,12,0.093000
60000000,24,0.079000
60000000,48,0.085000
60000000,96,0.102000
65000000,3,0.340000
65000000,6,0.190000
65000000,12,0.143000
65000000,24,0.106000
65000000,48,0.083000
65000000,96,0.086000
70000000,3,0.367000
70000000,6,0.199000
70000000,12,0.124000
70000000,24,0.086000
70000000,48,0.092000
70000000,96,0.068000
75000000,3,0.376000
75000000,6,0.201000
75000000,12,0.114000
75000000,24,0.106000
75000000,48,0.093000
75000000,96,0.083000
80000000,3,0.407000
80000000,6,0.216000
80000000,12,0.131000
80000000,24,0.086000
80000000,48,0.089000
80000000,96,0.091000
85000000,3,0.417000
85000000,6,0.236000
85000000,12,0.141000
85000000,24,0.075000
85000000,48,0.092000
85000000,96,0.086000
90000000,3,0.449000
90000000,6,0.254000
90000000,12,0.148000
90000000,24,0.105000
90000000,48,0.104000
90000000,96,0.092000
95000000,3,0.488000
95000000,6,0.257000
95000000,12,0.141000
95000000,24,0.104000
95000000,48,0.099000
95000000,96,0.102000
100000000,3,0.517000
100000000,6,0.265000
100000000,12,0.162000
100000000,24,0.097000
100000000,48,0.094000
100000000,96,0.106000
5000000,3,0.039000
5000000,6,0.038000
5000000,12,0.014000
5000000,24,0.015000
5000000,48,0.014000
5000000,96,0.022000
10000000,3,0.085000
10000000,6,0.039000
10000000,12,0.023000
10000000,24,0.024000
10000000,48,0.030000
10000000,96,0.035000
15000000,3,0.113000
15000000,6,0.062000
15000000,12,0.032000
15000000,24,0.029000
15000000,48,0.032000
15000000,96,0.057000
20000000,3,0.108000
20000000,6,0.069000
20000000,12,0.038000
20000000,24,0.032000
20000000,48,0.039000
20000000,96,0.052000
25000000,3,0.133000
25000000,6,0.087000
25000000,12,0.051000
25000000,24,0.030000
25000000,48,0.045000
25000000,96,0.066000
30000000,3,0.164000
30000000,6,0.102000
30000000,12,0.084000
30000000,24,0.042000
30000000,48,0.053000
30000000,96,0.059000
35000000,3,0.187000
35000000,6,0.117000
35000000,12,0.062000
35000000,24,0.042000
35000000,48,0.064000
35000000,96,0.062000
40000000,3,0.211000
40000000,6,0.114000
40000000,12,0.071000
40000000,24,0.071000
40000000,48,0.054000
40000000,96,0.083000
45000000,3,0.237000
45000000,6,0.124000
45000000,12,0.102000
45000000,24,0.081000
45000000,48,0.068000
45000000,96,0.073000
50000000,3,0.258000
50000000,6,0.161000
50000000,12,0.119000
50000000,24,0.055000
50000000,48,0.071000
50000000,96,0.067000
55000000,3,0.283000
55000000,6,0.151000
55000000,12,0.104000
55000000,24,0.086000
55000000,48,0.064000
55000000,96,0.072000
60000000,3,0.330000
60000000,6,0.179000
60000000,12,0.094000
60000000,24,0.064000
60000000,48,0.069000
60000000,96,0.083000
65000000,3,0.330000
65000000,6,0.179000
65000000,12,0.102000
65000000,24,0.101000
65000000,48,0.079000
65000000,96,0.080000
70000000,3,0.352000
70000000,6,0.201000
70000000,12,0.118000
70000000,24,0.090000
70000000,48,0.069000
70000000,96,0.095000
75000000,3,0.374000
75000000,6,0.221000
75000000,12,0.117000
75000000,24,0.079000
75000000,48,0.090000
75000000,96,0.093000
80000000,3,0.413000
80000000,6,0.230000
80000000,12,0.143000
80000000,24,0.088000
80000000,48,0.105000
80000000,96,0.116000
85000000,3,0.452000
85000000,6,0.245000
85000000,12,0.129000
85000000,24,0.071000
85000000,48,0.083000
85000000,96,0.091000
90000000,3,0.463000
90000000,6,0.257000
90000000,12,0.134000
90000000,24,0.099000
90000000,48,0.101000
90000000,96,0.112000
95000000,3,0.475000
95000000,6,0.268000
95000000,12,0.144000
95000000,24,0.079000
95000000,48,0.093000
95000000,96,0.103000
100000000,3,0.505000
100000000,6,0.267000
100000000,12,0.151000
100000000,24,0.147000
100000000,48,0.109000
100000000,96,0.103000
5000000,3,0.035000
5000000,6,0.026000
5000000,12,0.026000
5000000,24,0.009000
5000000,48,0.017000
5000000,96,0.022000
10000000,3,0.070000
10000000,6,0.043000
10000000,12,0.032000
10000000,24,0.021000
10000000,48,0.027000
10000000,96,0.039000
15000000,3,0.106000
15000000,6,0.062000
15000000,12,0.043000
15000000,24,0.025000
15000000,48,0.041000
15000000,96,0.037000
20000000,3,0.118000
20000000,6,0.065000
20000000,12,0.054000
20000000,24,0.038000
20000000,48,0.046000
20000000,96,0.058000
25000000,3,0.135000
25000000,6,0.076000
25000000,12,0.044000
25000000,24,0.039000
25000000,48,0.037000
25000000,96,0.048000
30000000,3,0.160000
30000000,6,0.095000
30000000,12,0.088000
30000000,24,0.050000
30000000,48,0.052000
30000000,96,0.060000
35000000,3,0.183000
35000000,6,0.133000
35000000,12,0.060000
35000000,24,0.042000
35000000,48,0.057000
35000000,96,0.068000
40000000,3,0.218000
40000000,6,0.120000
40000000,12,0.096000
40000000,24,0.049000
40000000,48,0.070000
40000000,96,0.083000
45000000,3,0.237000
45000000,6,0.127000
45000000,12,0.073000
45000000,24,0.079000
45000000,48,0.070000
45000000,96,0.080000
50000000,3,0.262000
50000000,6,0.139000
50000000,12,0.081000
50000000,24,0.069000
50000000,48,0.065000
50000000,96,0.070000
55000000,3,0.283000
55000000,6,0.149000
55000000,12,0.121000
55000000,24,0.081000
55000000,48,0.070000
55000000,96,0.085000
60000000,3,0.322000
60000000,6,0.182000
60000000,12,0.104000
60000000,24,0.055000
60000000,48,0.097000
60000000,96,0.095000
65000000,3,0.333000
65000000,6,0.172000
65000000,12,0.121000
65000000,24,0.070000
65000000,48,0.077000
65000000,96,0.104000
70000000,3,0.362000
70000000,6,0.199000
70000000,12,0.114000
70000000,24,0.071000
70000000,48,0.098000
70000000,96,0.112000
75000000,3,0.382000
75000000,6,0.224000
75000000,12,0.119000
75000000,24,0.081000
75000000,48,0.095000
75000000,96,0.084000
80000000,3,0.408000
80000000,6,0.230000
80000000,12,0.122000
80000000,24,0.104000
80000000,48,0.106000
80000000,96,0.094000
85000000,3,0.440000
85000000,6,0.226000
85000000,12,0.128000
85000000,24,0.073000
85000000,48,0.114000
85000000,96,0.106000
90000000,3,0.458000
90000000,6,0.243000
90000000,12,0.151000
90000000,24,0.082000
90000000,48,0.087000
90000000,96,0.112000
95000000,3,0.487000
95000000,6,0.251000
95000000,12,0.150000
95000000,24,0.085000
95000000,48,0.088000
95000000,96,0.103000
100000000,3,0.513000
100000000,6,0.270000
100000000,12,0.176000
100000000,24,0.107000
100000000,48,0.135000
100000000,96,0.128000
5000000,3,0.042000
5000000,6,0.035000
5000000,12,0.021000
5000000,24,0.014000
5000000,48,0.019000
5000000,96,0.020000
10000000,3,0.064000
10000000,6,0.037000
10000000,12,0.032000
10000000,24,0.026000
10000000,48,0.026000
10000000,96,0.026000
15000000,3,0.092000
15000000,6,0.048000
15000000,12,0.030000
15000000,24,0.037000
15000000,48,0.035000
15000000,96,0.052000
20000000,3,0.110000
20000000,6,0.063000
20000000,12,0.078000
20000000,24,0.037000
20000000,48,0.044000
20000000,96,0.047000
25000000,3,0.133000
25000000,6,0.075000
25000000,12,0.046000
25000000,24,0.028000
25000000,48,0.053000
25000000,96,0.069000
30000000,3,0.162000
30000000,6,0.102000
30000000,12,0.054000
30000000,24,0.042000
30000000,48,0.051000
30000000,96,0.070000
35000000,3,0.180000
35000000,6,0.127000
35000000,12,0.058000
35000000,24,0.041000
35000000,48,0.060000
35000000,96,0.066000
40000000,3,0.209000
40000000,6,0.129000
40000000,12,0.077000
40000000,24,0.045000
40000000,48,0.068000
40000000,96,0.070000
45000000,3,0.241000
45000000,6,0.133000
45000000,12,0.080000
45000000,24,0.066000
45000000,48,0.049000
45000000,96,0.079000
50000000,3,0.260000
50000000,6,0.147000
50000000,12,0.087000
50000000,24,0.060000
50000000,48,0.077000
50000000,96,0.082000
55000000,3,0.277000
55000000,6,0.164000
55000000,12,0.123000
55000000,24,0.069000
55000000,48,0.089000
55000000,96,0.094000
60000000,3,0.311000
60000000,6,0.196000
60000000,12,0.122000
60000000,24,0.066000
60000000,48,0.080000
60000000,96,0.083000
65000000,3,0.342000
65000000,6,0.175000
65000000,12,0.119000
65000000,24,0.071000
65000000,48,0.076000
65000000,96,0.088000
70000000,3,0.363000
70000000,6,0.184000
70000000,12,0.108000
70000000,24,0.072000
70000000,48,0.064000
70000000,96,0.078000
75000000,3,0.373000
75000000,6,0.198000
75000000,12,0.115000
75000000,24,0.084000
75000000,48,0.088000
75000000,96,0.097000
80000000,3,0.395000
80000000,6,0.230000
80000000,12,0.126000
80000000,24,0.068000
80000000,48,0.094000
80000000,96,0.090000
85000000,3,0.435000
85000000,6,0.224000
85000000,12,0.145000
85000000,24,0.081000
85000000,48,0.100000
85000000,96,0.087000
90000000,3,0.455000
90000000,6,0.234000
90000000,12,0.156000
90000000,24,0.073000
90000000,48,0.096000
90000000,96,0.099000
95000000,3,0.467000
95000000,6,0.268000
95000000,12,0.160000
95000000,24,0.085000
95000000,48,0.097000
95000000,96,0.124000
100000000,3,0.515000
100000000,6,0.273000
100000000,12,0.152000
100000000,24,0.082000
100000000,48,0.101000
100000000,96,0.107000
5000000,3,0.035000
5000000,6,0.039000
5000000,12,0.014000
5000000,24,0.012000
5000000,48,0.022000
5000000,96,0.018000
10000000,3,0.065000
10000000,6,0.042000
10000000,12,0.042000
10000000,24,0.023000
10000000,48,0.027000
10000000,96,0.032000
15000000,3,0.089000
15000000,6,0.077000
15000000,12,0.059000
15000000,24,0.046000
15000000,48,0.042000
15000000,96,0.048000
20000000,3,0.114000
20000000,6,0.077000
20000000,12,0.037000
20000000,24,0.043000
20000000,48,0.037000
20000000,96,0.051000
25000000,3,0.152000
25000000,6,0.099000
25000000,12,0.043000
25000000,24,0.044000
25000000,48,0.046000
25000000,96,0.052000
30000000,3,0.170000
30000000,6,0.120000
30000000,12,0.053000
30000000,24,0.032000
30000000,48,0.042000
30000000,96,0.045000
35000000,3,0.186000
35000000,6,0.103000
35000000,12,0.096000
35000000,24,0.038000
35000000,48,0.046000
35000000,96,0.049000
40000000,3,0.222000
40000000,6,0.131000
40000000,12,0.134000
40000000,24,0.040000
40000000,48,0.068000
40000000,96,0.078000
45000000,3,0.233000
45000000,6,0.139000
45000000,12,0.071000
45000000,24,0.060000
45000000,48,0.074000
45000000,96,0.081000
50000000,3,0.264000
50000000,6,0.151000
50000000,12,0.081000
50000000,24,0.074000
50000000,48,0.068000
50000000,96,0.073000
55000000,3,0.282000
55000000,6,0.152000
55000000,12,0.085000
55000000,24,0.062000
55000000,48,0.076000
55000000,96,0.072000
60000000,3,0.301000
60000000,6,0.161000
60000000,12,0.094000
60000000,24,0.069000
60000000,48,0.059000
60000000,96,0.078000
65000000,3,0.335000
65000000,6,0.191000
65000000,12,0.115000
65000000,24,0.084000
65000000,48,0.082000
65000000,96,0.086000
70000000,3,0.363000
70000000,6,0.190000
70000000,12,0.110000
70000000,24,0.091000
70000000,48,0.096000
70000000,96,0.089000
75000000,3,0.382000
75000000,6,0.221000
75000000,12,0.131000
75000000,24,0.089000
75000000,48,0.109000
75000000,96,0.092000
80000000,3,0.404000
80000000,6,0.226000
80000000,12,0.146000
80000000,24,0.068000
80000000,48,0.091000
80000000,96,0.089000
85000000,3,0.435000
85000000,6,0.226000
85000000,12,0.129000
85000000,24,0.089000
85000000,48,0.091000
85000000,96,0.086000
90000000,3,0.450000
90000000,6,0.237000
90000000,12,0.134000
90000000,24,0.094000
90000000,48,0.082000
90000000,96,0.103000
95000000,3,0.497000
95000000,6,0.259000
95000000,12,0.155000
95000000,24,0.103000
95000000,48,0.099000
95000000,96,0.119000
100000000,3,0.500000
100000000,6,0.258000
100000000,12,0.150000
100000000,24,0.112000
100000000,48,0.104000
100000000,96,0.113000
5000000,3,0.052000
5000000,6,0.034000
5000000,12,0.020000
5000000,24,0.009000
5000000,48,0.015000
5000000,96,0.019000
10000000,3,0.060000
10000000,6,0.037000
10000000,12,0.028000
10000000,24,0.025000
10000000,48,0.026000
10000000,96,0.045000
15000000,3,0.086000
15000000,6,0.057000
15000000,12,0.044000
15000000,24,0.020000
15000000,48,0.032000
15000000,96,0.035000
20000000,3,0.116000
20000000,6,0.065000
20000000,12,0.036000
20000000,24,0.031000
20000000,48,0.031000
20000000,96,0.054000
25000000,3,0.136000
25000000,6,0.094000
25000000,12,0.058000
25000000,24,0.034000
25000000,48,0.045000
25000000,96,0.071000
30000000,3,0.173000
30000000,6,0.095000
30000000,12,0.059000
30000000,24,0.041000
30000000,48,0.061000
30000000,96,0.053000
35000000,3,0.198000
35000000,6,0.098000
35000000,12,0.084000
35000000,24,0.066000
35000000,48,0.049000
35000000,96,0.058000
40000000,3,0.208000
40000000,6,0.114000
40000000,12,0.094000
40000000,24,0.068000
40000000,48,0.053000
40000000,96,0.066000
45000000,3,0.235000
45000000,6,0.136000
45000000,12,0.106000
45000000,24,0.055000
45000000,48,0.055000
45000000,96,0.079000
50000000,3,0.268000
50000000,6,0.149000
50000000,12,0.078000
50000000,24,0.075000
50000000,48,0.084000
50000000,96,0.087000
55000000,3,0.282000
55000000,6,0.165000
55000000,12,0.116000
55000000,24,0.055000
55000000,48,0.073000
55000000,96,0.075000
60000000,3,0.308000
60000000,6,0.170000
60000000,12,0.100000
60000000,24,0.072000
60000000,48,0.090000
60000000,96,0.100000
65000000,3,0.336000
65000000,6,0.200000
65000000,12,0.109000
65000000,24,0.075000
65000000,48,0.064000
65000000,96,0.085000
70000000,3,0.368000
70000000,6,0.195000
70000000,12,0.122000
70000000,24,0.074000
70000000,48,0.072000
70000000,96,0.090000
75000000,3,0.384000
75000000,6,0.219000
75000000,12,0.129000
75000000,24,0.092000
75000000,48,0.066000
75000000,96,0.108000
80000000,3,0.398000
80000000,6,0.228000
80000000,12,0.133000
80000000,24,0.084000
80000000,48,0.112000
80000000,96,0.126000
85000000,3,0.440000
85000000,6,0.243000
85000000,12,0.126000
85000000,24,0.074000
85000000,48,0.083000
85000000,96,0.084000
90000000,3,0.454000
90000000,6,0.261000
90000000,12,0.136000
90000000,24,0.102000
90000000,48,0.108000
90000000,96,0.100000
95000000,3,0.474000
95000000,6,0.249000
95000000,12,0.145000
95000000,24,0.104000
95000000,48,0.109000
95000000,96,0.122000
100000000,3,0.493000
100000000,6,0.279000
100000000,12,0.180000
100000000,24,0.103000
100000000,48,0.133000
100000000,96,0.105000
5000000,3,0.056000
5000000,6,0.028000
5000000,12,0.015000
5000000,24,0.012000
5000000,48,0.016000
5000000,96,0.021000
10000000,3,0.060000
10000000,6,0.046000
10000000,12,0.025000
10000000,24,0.034000
10000000,48,0.025000
10000000,96,0.027000
15000000,3,0.107000
15000000,6,0.065000
15000000,12,0.040000
15000000,24,0.025000
15000000,48,0.029000
15000000,96,0.032000
20000000,3,0.116000
20000000,6,0.075000
20000000,12,0.049000
20000000,24,0.035000
20000000,48,0.052000
20000000,96,0.042000
25000000,3,0.131000
25000000,6,0.082000
25000000,12,0.078000
25000000,24,0.051000
25000000,48,0.038000
25000000,96,0.052000
30000000,3,0.159000
30000000,6,0.094000
30000000,12,0.066000
30000000,24,0.056000
30000000,48,0.048000
30000000,96,0.060000
35000000,3,0.188000
35000000,6,0.109000
35000000,12,0.086000
35000000,24,0.049000
35000000,48,0.058000
35000000,96,0.060000
40000000,3,0.208000
40000000,6,0.110000
40000000,12,0.064000
40000000,24,0.066000
40000000,48,0.077000
40000000,96,0.076000
45000000,3,0.229000
45000000,6,0.136000
45000000,12,0.089000
45000000,24,0.045000
45000000,48,0.073000
45000000,96,0.070000
50000000,3,0.262000
50000000,6,0.142000
50000000,12,0.115000
50000000,24,0.052000
50000000,48,0.093000
50000000,96,0.073000
55000000,3,0.284000
55000000,6,0.168000
55000000,12,0.087000
55000000,24,0.078000
55000000,48,0.055000
55000000,96,0.075000
60000000,3,0.314000
60000000,6,0.176000
60000000,12,0.094000
60000000,24,0.056000
60000000,48,0.079000
60000000,96,0.081000
65000000,3,0.329000
65000000,6,0.189000
65000000,12,0.165000
65000000,24,0.080000
65000000,48,0.088000
65000000,96,0.080000
70000000,3,0.362000
70000000,6,0.215000
70000000,12,0.153000
70000000,24,0.079000
70000000,48,0.072000
70000000,96,0.082000
75000000,3,0.387000
75000000,6,0.200000
75000000,12,0.151000
75000000,24,0.103000
75000000,48,0.083000
75000000,96,0.095000
80000000,3,0.409000
80000000,6,0.216000
80000000,12,0.148000
80000000,24,0.093000
80000000,48,0.073000
80000000,96,0.090000
85000000,3,0.439000
85000000,6,0.228000
85000000,12,0.129000
85000000,24,0.082000
85000000,48,0.090000
85000000,96,0.115000
90000000,3,0.446000
90000000,6,0.250000
90000000,12,0.135000
90000000,24,0.096000
90000000,48,0.093000
90000000,96,0.084000
95000000,3,0.480000
95000000,6,0.283000
95000000,12,0.139000
95000000,24,0.101000
95000000,48,0.094000
95000000,96,0.097000
100000000,3,0.504000
100000000,6,0.276000
100000000,12,0.150000
100000000,24,0.096000
100000000,48,0.087000
100000000,96,0.094000
5000000,3,0.037000
5000000,6,0.033000
5000000,12,0.015000
5000000,24,0.015000
5000000,48,0.014000
5000000,96,0.025000
10000000,3,0.069000
10000000,6,0.047000
10000000,12,0.032000
10000000,24,0.021000
10000000,48,0.025000
10000000,96,0.044000
15000000,3,0.086000
15000000,6,0.068000
15000000,12,0.051000
15000000,24,0.028000
15000000,48,0.028000
15000000,96,0.033000
20000000,3,0.108000
20000000,6,0.063000
20000000,12,0.057000
20000000,24,0.033000
20000000,48,0.030000
20000000,96,0.044000
25000000,3,0.138000
25000000,6,0.092000
25000000,12,0.052000
25000000,24,0.036000
25000000,48,0.041000
25000000,96,0.060000
30000000,3,0.161000
30000000,6,0.089000
30000000,12,0.098000
30000000,24,0.040000
30000000,48,0.051000
30000000,96,0.051000
35000000,3,0.193000
35000000,6,0.107000
35000000,12,0.058000
35000000,24,0.047000
35000000,48,0.052000
35000000,96,0.085000
40000000,3,0.218000
40000000,6,0.113000
40000000,12,0.066000
40000000,24,0.063000
40000000,48,0.067000
40000000,96,0.068000
45000000,3,0.234000
45000000,6,0.133000
45000000,12,0.075000
45000000,24,0.071000
45000000,48,0.072000
45000000,96,0.058000
50000000,3,0.261000
50000000,6,0.138000
50000000,12,0.080000
50000000,24,0.061000
50000000,48,0.069000
50000000,96,0.079000
55000000,3,0.291000
55000000,6,0.157000
55000000,12,0.086000
55000000,24,0.061000
55000000,48,0.078000
55000000,96,0.077000
60000000,3,0.306000
60000000,6,0.193000
60000000,12,0.094000
60000000,24,0.081000
60000000,48,0.065000
60000000,96,0.078000
65000000,3,0.335000
65000000,6,0.196000
65000000,12,0.121000
65000000,24,0.074000
65000000,48,0.083000
65000000,96,0.091000
70000000,3,0.357000
70000000,6,0.197000
70000000,12,0.120000
70000000,24,0.086000
70000000,48,0.078000
70000000,96,0.104000
75000000,3,0.382000
75000000,6,0.208000
75000000,12,0.114000
75000000,24,0.064000
75000000,48,0.088000
75000000,96,0.095000
80000000,3,0.414000
80000000,6,0.232000
80000000,12,0.122000
80000000,24,0.090000
80000000,48,0.090000
80000000,96,0.087000
85000000,3,0.422000
85000000,6,0.233000
85000000,12,0.146000
85000000,24,0.071000
85000000,48,0.076000
85000000,96,0.091000
90000000,3,0.456000
90000000,6,0.251000
90000000,12,0.135000
90000000,24,0.084000
90000000,48,0.108000
90000000,96,0.095000
95000000,3,0.473000
95000000,6,0.263000
95000000,12,0.141000
95000000,24,0.107000
95000000,48,0.090000
95000000,96,0.121000
100000000,3,0.500000
100000000,6,0.267000
100000000,12,0.148000
100000000,24,0.082000
100000000,48,0.102000
100000000,96,0.113000
5000000,3,0.041000
5000000,6,0.036000
5000000,12,0.015000
5000000,24,0.009000
5000000,48,0.024000
5000000,96,0.017000
10000000,3,0.080000
10000000,6,0.037000
10000000,12,0.040000
10000000,24,0.028000
10000000,48,0.024000
10000000,96,0.035000
15000000,3,0.091000
15000000,6,0.052000
15000000,12,0.031000
15000000,24,0.024000
15000000,48,0.030000
15000000,96,0.041000
20000000,3,0.111000
20000000,6,0.073000
20000000,12,0.053000
20000000,24,0.026000
20000000,48,0.038000
20000000,96,0.046000
25000000,3,0.142000
25000000,6,0.107000
25000000,12,0.066000
25000000,24,0.039000
25000000,48,0.054000
25000000,96,0.052000
30000000,3,0.158000
30000000,6,0.097000
30000000,12,0.066000
30000000,24,0.031000
30000000,48,0.056000
30000000,96,0.072000
35000000,3,0.193000
35000000,6,0.104000
35000000,12,0.085000
35000000,24,0.048000
35000000,48,0.065000
35000000,96,0.054000
40000000,3,0.216000
40000000,6,0.121000
40000000,12,0.093000
40000000,24,0.090000
40000000,48,0.067000
40000000,96,0.061000
45000000,3,0.233000
45000000,6,0.162000
45000000,12,0.071000
45000000,24,0.077000
45000000,48,0.057000
45000000,96,0.102000
50000000,3,0.258000
50000000,6,0.164000
50000000,12,0.081000
50000000,24,0.062000
50000000,48,0.055000
50000000,96,0.071000
55000000,3,0.276000
55000000,6,0.164000
55000000,12,0.109000
55000000,24,0.067000
55000000,48,0.068000
55000000,96,0.086000
60000000,3,0.318000
60000000,6,0.183000
60000000,12,0.093000
60000000,24,0.073000
60000000,48,0.077000
60000000,96,0.077000
65000000,3,0.331000
65000000,6,0.180000
65000000,12,0.100000
65000000,24,0.068000
65000000,48,0.083000
65000000,96,0.078000
70000000,3,0.348000
70000000,6,0.208000
70000000,12,0.120000
70000000,24,0.059000
70000000,48,0.103000
70000000,96,0.090000
75000000,3,0.379000
75000000,6,0.199000
75000000,12,0.116000
75000000,24,0.066000
75000000,48,0.085000
75000000,96,0.108000
80000000,3,0.405000
80000000,6,0.229000
80000000,12,0.153000
80000000,24,0.075000
80000000,48,0.122000
80000000,96,0.081000
85000000,3,0.429000
85000000,6,0.237000
85000000,12,0.127000
85000000,24,0.083000
85000000,48,0.103000
85000000,96,0.093000
90000000,3,0.465000
90000000,6,0.249000
90000000,12,0.135000
90000000,24,0.076000
90000000,48,0.090000
90000000,96,0.096000
95000000,3,0.463000
95000000,6,0.254000
95000000,12,0.142000
95000000,24,0.086000
95000000,48,0.100000
95000000,96,0.117000
100000000,3,0.503000
100000000,6,0.270000
100000000,12,0.157000
100000000,24,0.135000
100000000,48,0.120000
100000000,96,0.108000
5000000,3,0.049000
5000000,6,0.031000
5000000,12,0.020000
5000000,24,0.016000
5000000,48,0.017000
5000000,96,0.026000
10000000,3,0.065000
10000000,6,0.039000
10000000,12,0.027000
10000000,24,0.025000
10000000,48,0.030000
10000000,96,0.032000
15000000,3,0.084000
15000000,6,0.058000
15000000,12,0.044000
15000000,24,0.039000
15000000,48,0.036000
15000000,96,0.041000
20000000,3,0.116000
20000000,6,0.086000
20000000,12,0.038000
20000000,24,0.029000
20000000,48,0.044000
20000000,96,0.051000
25000000,3,0.133000
25000000,6,0.096000
25000000,12,0.045000
25000000,24,0.053000
25000000,48,0.036000
25000000,96,0.055000
30000000,3,0.159000
30000000,6,0.115000
30000000,12,0.099000
30000000,24,0.052000
30000000,48,0.048000
30000000,96,0.055000
35000000,3,0.193000
35000000,6,0.103000
35000000,12,0.059000
35000000,24,0.062000
35000000,48,0.054000
35000000,96,0.058000
40000000,3,0.209000
40000000,6,0.114000
40000000,12,0.082000
40000000,24,0.039000
40000000,48,0.057000
40000000,96,0.097000
45000000,3,0.233000
45000000,6,0.168000
45000000,12,0.106000
45000000,24,0.058000
45000000,48,0.071000
45000000,96,0.076000
50000000,3,0.260000
50000000,6,0.149000
50000000,12,0.093000
50000000,24,0.053000
50000000,48,0.076000
50000000,96,0.054000
55000000,3,0.273000
55000000,6,0.158000
55000000,12,0.083000
55000000,24,0.081000
55000000,48,0.066000
55000000,96,0.089000
60000000,3,0.324000
60000000,6,0.179000
60000000,12,0.096000
60000000,24,0.059000
60000000,48,0.085000
60000000,96,0.081000
65000000,3,0.331000
65000000,6,0.207000
65000000,12,0.140000
65000000,24,0.091000
65000000,48,0.103000
65000000,96,0.094000
70000000,3,0.356000
70000000,6,0.199000
70000000,12,0.113000
70000000,24,0.091000
70000000,48,0.076000
70000000,96,0.099000
75000000,3,0.385000
75000000,6,0.205000
75000000,12,0.118000
75000000,24,0.099000
75000000,48,0.093000
75000000,96,0.115000
80000000,3,0.403000
80000000,6,0.211000
80000000,12,0.137000
80000000,24,0.084000
80000000,48,0.104000
80000000,96,0.089000
85000000,3,0.422000
85000000,6,0.228000
85000000,12,0.143000
85000000,24,0.108000
85000000,48,0.121000
85000000,96,0.101000
90000000,3,0.447000
90000000,6,0.256000
90000000,12,0.152000
90000000,24,0.079000
90000000,48,0.076000
90000000,96,0.109000
95000000,3,0.489000
95000000,6,0.266000
95000000,12,0.155000
95000000,24,0.101000
95000000,48,0.097000
95000000,96,0.111000
100000000,3,0.500000
100000000,6,0.264000
100000000,12,0.209000
100000000,24,0.100000
100000000,48,0.101000
100000000,96,0.124000
5000000,3,0.038000
5000000,6,0.032000
5000000,12,0.027000
5000000,24,0.021000
5000000,48,0.020000
5000000,96,0.024000
10000000,3,0.061000
10000000,6,0.039000
10000000,12,0.029000
10000000,24,0.016000
10000000,48,0.025000
10000000,96,0.026000
15000000,3,0.087000
15000000,6,0.057000
15000000,12,0.031000
15000000,24,0.030000
15000000,48,0.037000
15000000,96,0.058000
20000000,3,0.110000
20000000,6,0.078000
20000000,12,0.041000
