n,threads,time
20000000,24,0.036000
20000000,48,0.029000
20000000,96,0.038000
25000000,3,0.111000
25000000,6,0.062000
25000000,12,0.039000
25000000,24,0.040000
25000000,48,0.034000
25000000,96,0.055000
30000000,3,0.137000
30000000,6,0.074000
30000000,12,0.046000
30000000,24,0.041000
30000000,48,0.055000
30000000,96,0.047000
35000000,3,0.155000
35000000,6,0.091000
35000000,12,0.051000
35000000,24,0.063000
35000000,48,0.053000
35000000,96,0.055000
40000000,3,0.184000
40000000,6,0.098000
40000000,12,0.060000
40000000,24,0.085000
40000000,48,0.048000
40000000,96,0.063000
45000000,3,0.190000
45000000,6,0.105000
45000000,12,0.098000
45000000,24,0.060000
45000000,48,0.056000
45000000,96,0.064000
50000000,3,0.214000
50000000,6,0.117000
50000000,12,0.068000
50000000,24,0.071000
50000000,48,0.075000
50000000,96,0.067000
55000000,3,0.241000
55000000,6,0.135000
55000000,12,0.074000
55000000,24,0.065000
55000000,48,0.074000
55000000,96,0.068000
60000000,3,0.263000
60000000,6,0.143000
60000000,12,0.078000
60000000,24,0.078000
60000000,48,0.071000
60000000,96,0.069000
65000000,3,0.275000
65000000,6,0.144000
65000000,12,0.114000
65000000,24,0.098000
65000000,48,0.098000
65000000,96,0.076000
70000000,3,0.288000
70000000,6,0.158000
70000000,12,0.100000
70000000,24,0.077000
70000000,48,0.093000
70000000,96,0.086000
75000000,3,0.315000
75000000,6,0.193000
75000000,12,0.100000
75000000,24,0.089000
75000000,48,0.070000
75000000,96,0.099000
80000000,3,0.339000
80000000,6,0.174000
80000000,12,0.101000
80000000,24,0.059000
80000000,48,0.082000
80000000,96,0.090000
85000000,3,0.355000
85000000,6,0.185000
85000000,12,0.107000
85000000,24,0.095000
85000000,48,0.077000
85000000,96,0.128000
90000000,3,0.375000
90000000,6,0.198000
90000000,12,0.144000
90000000,24,0.089000
90000000,48,0.089000
90000000,96,0.096000
95000000,3,0.393000
95000000,6,0.222000
95000000,12,0.120000
95000000,24,0.114000
95000000,48,0.097000
95000000,96,0.115000
100000000,3,0.414000
100000000,6,0.218000
100000000,12,0.127000
100000000,24,0.086000
100000000,48,0.115000
100000000,96,0.100000
5000000,3,0.037000
5000000,6,0.019000
5000000,12,0.020000
5000000,24,0.015000
5000000,48,0.015000
5000000,96,0.021000
10000000,3,0.052000
10000000,6,0.034000
10000000,12,0.025000
10000000,24,0.024000
10000000,48,0.023000
10000000,96,0.026000
15000000,3,0.072000
15000000,6,0.043000
15000000,12,0.027000
15000000,24,0.032000
15000000,48,0.027000
15000000,96,0.040000
20000000,3,0.098000
20000000,6,0.057000
20000000,12,0.064000
20000000,24,0.026000
20000000,48,0.035000
20000000,96,0.037000
25000000,3,0.114000
25000000,6,0.069000
25000000,12,0.040000
25000000,24,0.041000
25000000,48,0.033000
25000000,96,0.048000
30000000,3,0.132000
30000000,6,0.093000
30000000,12,0.056000
30000000,24,0.044000
30000000,48,0.037000
30000000,96,0.065000
35000000,3,0.153000
35000000,6,0.082000
35000000,12,0.081000
35000000,24,0.061000
35000000,48,0.047000
35000000,96,0.048000
40000000,3,0.174000
40000000,6,0.093000
40000000,12,0.057000
40000000,24,0.045000
40000000,48,0.046000
40000000,96,0.056000
45000000,3,0.202000
45000000,6,0.112000
45000000,12,0.062000
45000000,24,0.065000
45000000,48,0.060000
45000000,96,0.074000
50000000,3,0.212000
50000000,6,0.114000
50000000,12,0.091000
50000000,24,0.041000
50000000,48,0.085000
50000000,96,0.076000
55000000,3,0.238000
55000000,6,0.132000
55000000,12,0.076000
55000000,24,0.065000
55000000,48,0.080000
55000000,96,0.065000
60000000,3,0.262000
60000000,6,0.154000
60000000,12,0.087000
60000000,24,0.081000
60000000,48,0.063000
60000000,96,0.089000
65000000,3,0.285000
65000000,6,0.149000
65000000,12,0.110000
65000000,24,0.057000
65000000,48,0.067000
65000000,96,0.063000
70000000,3,0.317000
70000000,6,0.162000
70000000,12,0.101000
70000000,24,0.075000
70000000,48,0.071000
70000000,96,0.089000
75000000,3,0.322000
75000000,6,0.169000
75000000,12,0.095000
75000000,24,0.093000
75000000,48,0.085000
75000000,96,0.101000
80000000,3,0.331000
80000000,6,0.176000
80000000,12,0.102000
80000000,24,0.066000
80000000,48,0.089000
80000000,96,0.073000
85000000,3,0.359000
85000000,6,0.196000
85000000,12,0.107000
85000000,24,0.077000
85000000,48,0.069000
85000000,96,0.091000
90000000,3,0.388000
90000000,6,0.225000
90000000,12,0.131000
90000000,24,0.091000
90000000,48,0.109000
90000000,96,0.087000
95000000,3,0.390000
95000000,6,0.232000
95000000,12,0.129000
95000000,24,0.079000
95000000,48,0.123000
95000000,96,0.100000
100000000,3,0.418000
100000000,6,0.233000
100000000,12,0.146000
100000000,24,0.104000
100000000,48,0.089000
100000000,96,0.104000
5000000,3,0.034000
5000000,6,0.028000
5000000,12,0.024000
5000000,24,0.011000
5000000,48,0.018000
5000000,96,0.022000
10000000,3,0.057000
10000000,6,0.034000
10000000,12,0.023000
10000000,24,0.022000
10000000,48,0.016000
10000000,96,0.030000
15000000,3,0.095000
15000000,6,0.056000
15000000,12,0.048000
15000000,24,0.033000
15000000,48,0.028000
15000000,96,0.033000
20000000,3,0.102000
20000000,6,0.067000
20000000,12,0.032000
20000000,24,0.032000
20000000,48,0.028000
20000000,96,0.033000
25000000,3,0.121000
25000000,6,0.076000
25000000,12,0.065000
25000000,24,0.041000
25000000,48,0.032000
25000000,96,0.055000
30000000,3,0.140000
30000000,6,0.075000
30000000,12,0.043000
30000000,24,0.048000
30000000,48,0.049000
30000000,96,0.053000
35000000,3,0.153000
35000000,6,0.096000
35000000,12,0.068000
35000000,24,0.053000
35000000,48,0.057000
35000000,96,0.076000
40000000,3,0.173000
40000000,6,0.104000
40000000,12,0.060000
40000000,24,0.063000
40000000,48,0.048000
40000000,96,0.057000
45000000,3,0.191000
45000000,6,0.105000
45000000,12,0.093000
45000000,24,0.056000
45000000,48,0.062000
45000000,96,0.076000
50000000,3,0.215000
50000000,6,0.122000
50000000,12,0.081000
50000000,24,0.060000
50000000,48,0.070000
50000000,96,0.063000
55000000,3,0.250000
55000000,6,0.129000
55000000,12,0.075000
55000000,24,0.044000
55000000,48,0.086000
55000000,96,0.089000
60000000,3,0.248000
60000000,6,0.137000
60000000,12,0.084000
60000000,24,0.071000
60000000,48,0.089000
60000000,96,0.077000
65000000,3,0.281000
65000000,6,0.147000
65000000,12,0.084000
65000000,24,0.080000
65000000,48,0.073000
65000000,96,0.075000
70000000,3,0.300000
70000000,6,0.174000
70000000,12,0.092000
70000000,24,0.068000
70000000,48,0.086000
70000000,96,0.110000
75000000,3,0.329000
75000000,6,0.186000
75000000,12,0.100000
75000000,24,0.066000
75000000,48,0.103000
75000000,96,0.088000
80000000,3,0.335000
80000000,6,0.201000
80000000,12,0.144000
80000000,24,0.089000
80000000,48,0.102000
80000000,96,0.090000
85000000,3,0.364000
85000000,6,0.201000
85000000,12,0.144000
85000000,24,0.082000
85000000,48,0.094000
85000000,96,0.092000
90000000,3,0.366000
90000000,6,0.212000
90000000,12,0.114000
90000000,24,0.098000
90000000,48,0.111000
90000000,96,0.098000
95000000,3,0.390000
95000000,6,0.220000
95000000,12,0.130000
95000000,24,0.088000
95000000,48,0.077000
95000000,96,0.099000
100000000,3,0.429000
100000000,6,0.231000
100000000,12,0.127000
100000000,24,0.081000
100000000,48,0.093000
100000000,96,0.106000
5000000,3,0.036000
5000000,6,0.020000
5000000,12,0.013000
5000000,24,0.012000
5000000,48,0.015000
5000000,96,0.019000
10000000,3,0.055000
10000000,6,0.043000
10000000,12,0.049000
10000000,24,0.020000
10000000,48,0.020000
10000000,96,0.046000
15000000,3,0.082000
15000000,6,0.058000
15000000,12,0.030000
15000000,24,0.027000
15000000,48,0.031000
15000000,96,0.033000
20000000,3,0.093000
20000000,6,0.057000
20000000,12,0.032000
20000000,24,0.040000
20000000,48,0.031000
20000000,96,0.044000
25000000,3,0.113000
25000000,6,0.066000
25000000,12,0.039000
25000000,24,0.038000
25000000,48,0.038000
25000000,96,0.056000
30000000,3,0.129000
30000000,6,0.074000
30000000,12,0.044000
30000000,24,0.037000
30000000,48,0.059000
30000000,96,0.056000
35000000,3,0.153000
35000000,6,0.083000
35000000,12,0.052000
35000000,24,0.043000
35000000,48,0.043000
35000000,96,0.073000
40000000,3,0.179000
40000000,6,0.111000
40000000,12,0.064000
40000000,24,0.063000
40000000,48,0.069000
40000000,96,0.053000
45000000,3,0.201000
45000000,6,0.107000
45000000,12,0.062000
45000000,24,0.070000
45000000,48,0.062000
45000000,96,0.084000
50000000,3,0.223000
50000000,6,0.117000
50000000,12,0.067000
50000000,24,0.054000
50000000,48,0.071000
50000000,96,0.077000
55000000,3,0.234000
55000000,6,0.141000
55000000,12,0.082000
55000000,24,0.060000
55000000,48,0.073000
55000000,96,0.072000
60000000,3,0.257000
60000000,6,0.137000
60000000,12,0.082000
60000000,24,0.071000
60000000,48,0.072000
60000000,96,0.069000
65000000,3,0.274000
65000000,6,0.168000
65000000,12,0.101000
65000000,24,0.083000
65000000,48,0.068000
65000000,96,0.083000
70000000,3,0.299000
70000000,6,0.166000
70000000,12,0.129000
70000000,24,0.106000
70000000,48,0.086000
70000000,96,0.082000
75000000,3,0.314000
75000000,6,0.165000
75000000,12,0.109000
75000000,24,0.084000
75000000,48,0.095000
75000000,96,0.112000
80000000,3,0.331000
80000000,6,0.178000
80000000,12,0.132000
80000000,24,0.071000
80000000,48,0.075000
80000000,96,0.097000
85000000,3,0.371000
85000000,6,0.206000
85000000,12,0.116000
85000000,24,0.087000
85000000,48,0.087000
85000000,96,0.092000
90000000,3,0.370000
90000000,6,0.206000
90000000,12,0.115000
90000000,24,0.069000
90000000,48,0.093000
90000000,96,0.106000
95000000,3,0.385000
95000000,6,0.214000
95000000,12,0.121000
95000000,24,0.074000
95000000,48,0.105000
95000000,96,0.109000
100000000,3,0.415000
100000000,6,0.228000
100000000,12,0.128000
100000000,24,0.096000
100000000,48,0.080000
100000000,96,0.086000
5000000,3,0.031000
5000000,6,0.022000
5000000,12,0.014000
5000000,24,0.013000
5000000,48,0.018000
5000000,96,0.022000
10000000,3,0.054000
10000000,6,0.061000
10000000,12,0.030000
10000000,24,0.021000
10000000,48,0.025000
10000000,96,0.021000
15000000,3,0.075000
15000000,6,0.061000
15000000,12,0.027000
15000000,24,0.027000
15000000,48,0.031000
15000000,96,0.030000
20000000,3,0.100000
20000000,6,0.069000
20000000,12,0.038000
20000000,24,0.026000
20000000,48,0.042000
20000000,96,0.037000
25000000,3,0.114000
25000000,6,0.068000
25000000,12,0.051000
25000000,24,0.026000
25000000,48,0.039000
25000000,96,0.041000
30000000,3,0.137000
30000000,6,0.075000
30000000,12,0.052000
30000000,24,0.040000
30000000,48,0.059000
30000000,96,0.050000
35000000,3,0.156000
35000000,6,0.084000
35000000,12,0.068000
35000000,24,0.043000
35000000,48,0.055000
35000000,96,0.083000
40000000,3,0.182000
40000000,6,0.104000
40000000,12,0.056000
40000000,24,0.065000
40000000,48,0.078000
40000000,96,0.073000
45000000,3,0.192000
45000000,6,0.110000
45000000,12,0.078000
45000000,24,0.055000
45000000,48,0.055000
45000000,96,0.069000
50000000,3,0.214000
50000000,6,0.143000
50000000,12,0.068000
50000000,24,0.062000
50000000,48,0.063000
50000000,96,0.073000
55000000,3,0.235000
55000000,6,0.124000
55000000,12,0.108000
55000000,24,0.079000
55000000,48,0.078000
55000000,96,0.075000
60000000,3,0.253000
60000000,6,0.160000
60000000,12,0.079000
60000000,24,0.047000
60000000,48,0.066000
60000000,96,0.077000
65000000,3,0.266000
65000000,6,0.158000
65000000,12,0.087000
65000000,24,0.060000
65000000,48,0.076000
65000000,96,0.078000
70000000,3,0.299000
70000000,6,0.156000
70000000,12,0.097000
70000000,24,0.065000
70000000,48,0.086000
70000000,96,0.089000
75000000,3,0.316000
75000000,6,0.177000
75000000,12,0.095000
75000000,24,0.090000
75000000,48,0.095000
75000000,96,0.098000
80000000,3,0.340000
80000000,6,0.180000
80000000,12,0.116000
80000000,24,0.085000
80000000,48,0.102000
80000000,96,0.080000
85000000,3,0.353000
85000000,6,0.195000
85000000,12,0.118000
85000000,24,0.094000
85000000,48,0.107000
85000000,96,0.078000
90000000,3,0.380000
90000000,6,0.202000
90000000,12,0.120000
90000000,24,0.075000
90000000,48,0.086000
90000000,96,0.096000
95000000,3,0.421000
95000000,6,0.206000
95000000,12,0.141000
95000000,24,0.092000
95000000,48,0.093000
95000000,96,0.105000
100000000,3,0.416000
100000000,6,0.229000
100000000,12,0.160000
100000000,24,0.103000
100000000,48,0.106000
100000000,96,0.131000
5000000,3,0.031000
5000000,6,0.022000
5000000,12,0.013000
5000000,24,0.010000
5000000,48,0.013000
5000000,96,0.020000
10000000,3,0.055000
10000000,6,0.044000
10000000,12,0.022000
10000000,24,0.022000
10000000,48,0.023000
10000000,96,0.029000
15000000,3,0.082000
15000000,6,0.053000
15000000,12,0.027000
15000000,24,0.030000
15000000,48,0.025000
15000000,96,0.040000
20000000,3,0.099000
20000000,6,0.055000
20000000,12,0.057000
20000000,24,0.030000
20000000,48,0.035000
20000000,96,0.037000
25000000,3,0.114000
25000000,6,0.062000
25000000,12,0.073000
25000000,24,0.039000
25000000,48,0.032000
25000000,96,0.048000
30000000,3,0.136000
30000000,6,0.074000
30000000,12,0.066000
30000000,24,0.040000
30000000,48,0.061000
30000000,96,0.048000
35000000,3,0.162000
35000000,6,0.091000
35000000,12,0.066000
35000000,24,0.061000
35000000,48,0.056000
35000000,96,0.060000
40000000,3,0.172000
40000000,6,0.110000
40000000,12,0.073000
40000000,24,0.050000
40000000,48,0.070000
40000000,96,0.070000
45000000,3,0.194000
45000000,6,0.123000
45000000,12,0.065000
45000000,24,0.058000
45000000,48,0.059000
45000000,96,0.075000
50000000,3,0.227000
50000000,6,0.127000
50000000,12,0.099000
50000000,24,0.042000
50000000,48,0.057000
50000000,96,0.066000
55000000,3,0.229000
55000000,6,0.136000
55000000,12,0.074000
55000000,24,0.066000
55000000,48,0.050000
55000000,96,0.058000
60000000,3,0.251000
60000000,6,0.145000
60000000,12,0.081000
60000000,24,0.081000
60000000,48,0.070000
60000000,96,0.107000
65000000,3,0.273000
65000000,6,0.149000
65000000,12,0.086000
65000000,24,0.073000
65000000,48,0.075000
65000000,96,0.080000
70000000,3,0.293000
70000000,6,0.154000
70000000,12,0.093000
70000000,24,0.078000
70000000,48,0.086000
70000000,96,0.093000
75000000,3,0.320000
75000000,6,0.180000
75000000,12,0.132000
75000000,24,0.075000
75000000,48,0.075000
75000000,96,0.090000
80000000,3,0.337000
80000000,6,0.193000
80000000,12,0.117000
80000000,24,0.067000
80000000,48,0.089000
80000000,96,0.078000
85000000,3,0.362000
85000000,6,0.241000
85000000,12,0.135000
85000000,24,0.061000
85000000,48,0.069000
85000000,96,0.080000
90000000,3,0.371000
90000000,6,0.219000
90000000,12,0.140000
90000000,24,0.096000
90000000,48,0.094000
90000000,96,0.102000
95000000,3,0.403000
95000000,6,0.223000
95000000,12,0.122000
95000000,24,0.092000
95000000,48,0.094000
95000000,96,0.126000
100000000,3,0.406000
100000000,6,0.217000
100000000,12,0.151000
100000000,24,0.093000
100000000,48,0.084000
100000000,96,0.103000
5000000,3,0.043000
5000000,6,0.025000
5000000,12,0.014000
5000000,24,0.013000
5000000,48,0.014000
5000000,96,0.019000
10000000,3,0.057000
10000000,6,0.034000
10000000,12,0.032000
10000000,24,0.022000
10000000,48,0.022000
10000000,96,0.029000
15000000,3,0.083000
15000000,6,0.064000
15000000,12,0.027000
15000000,24,0.033000
15000000,48,0.029000
15000000,96,0.038000
20000000,3,0.092000
20000000,6,0.083000
20000000,12,0.032000
20000000,24,0.035000
20000000,48,0.031000
20000000,96,0.044000
25000000,3,0.116000
25000000,6,0.079000
25000000,12,0.040000
25000000,24,0.030000
25000000,48,0.043000
25000000,96,0.041000
30000000,3,0.151000
30000000,6,0.097000
30000000,12,0.047000
30000000,24,0.031000
30000000,48,0.037000
30000000,96,0.060000
35000000,3,0.152000
35000000,6,0.110000
35000000,12,0.050000
35000000,24,0.040000
35000000,48,0.054000
35000000,96,0.067000
40000000,3,0.180000
40000000,6,0.096000
40000000,12,0.070000
40000000,24,0.042000
40000000,48,0.056000
40000000,96,0.083000
45000000,3,0.206000
45000000,6,0.109000
45000000,12,0.064000
45000000,24,0.058000
45000000,48,0.052000
45000000,96,0.078000
50000000,3,0.222000
50000000,6,0.114000
50000000,12,0.107000
50000000,24,0.085000
50000000,48,0.074000
50000000,96,0.092000
55000000,3,0.235000
55000000,6,0.132000
55000000,12,0.111000
55000000,24,0.082000
55000000,48,0.073000
55000000,96,0.070000
60000000,3,0.255000
60000000,6,0.146000
60000000,12,0.126000
60000000,24,0.064000
60000000,48,0.091000
60000000,96,0.086000
65000000,3,0.273000
65000000,6,0.164000
65000000,12,0.084000
65000000,24,0.050000
65000000,48,0.088000
65000000,96,0.074000
70000000,3,0.290000
70000000,6,0.205000
70000000,12,0.091000
70000000,24,0.054000
70000000,48,0.071000
70000000,96,0.086000
75000000,3,0.327000
75000000,6,0.166000
75000000,12,0.097000
75000000,24,0.077000
75000000,48,0.077000
75000000,96,0.090000
80000000,3,0.343000
80000000,6,0.198000
80000000,12,0.129000
80000000,24,0.072000
80000000,48,0.076000
80000000,96,0.098000
85000000,3,0.359000
85000000,6,0.186000
85000000,12,0.139000
85000000,24,0.072000
85000000,48,0.087000
85000000,96,0.084000
90000000,3,0.366000
90000000,6,0.211000
90000000,12,0.134000
90000000,24,0.116000
90000000,48,0.088000
90000000,96,0.092000
95000000,3,0.391000
95000000,6,0.211000
95000000,12,0.131000
95000000,24,0.082000
95000000,48,0.110000
95000000,96,0.097000
100000000,3,0.424000
100000000,6,0.247000
100000000,12,0.124000
100000000,24,0.106000
100000000,48,0.084000
100000000,96,0.095000
5000000,3,0.039000
5000000,6,0.022000
5000000,12,0.013000
5000000,24,0.014000
5000000,48,0.020000
5000000,96,0.019000
10000000,3,0.059000
10000000,6,0.036000
10000000,12,0.020000
10000000,24,0.022000
10000000,48,0.023000
10000000,96,0.025000
15000000,3,0.074000
15000000,6,0.049000
15000000,12,0.049000
15000000,24,0.019000
15000000,48,0.026000
15000000,96,0.030000
20000000,3,0.098000
20000000,6,0.059000
20000000,12,0.032000
20000000,24,0.039000
20000000,48,0.032000
20000000,96,0.038000
25000000,3,0.114000
25000000,6,0.077000
25000000,12,0.052000
25000000,24,0.044000
25000000,48,0.032000
25000000,96,0.035000
30000000,3,0.135000
30000000,6,0.109000
30000000,12,0.062000
30000000,24,0.034000
30000000,48,0.039000
30000000,96,0.070000
35000000,3,0.154000
35000000,6,0.109000
35000000,12,0.051000
35000000,24,0.033000
35000000,48,0.051000
35000000,96,0.054000
40000000,3,0.176000
40000000,6,0.134000
40000000,12,0.066000
40000000,24,0.056000
40000000,48,0.060000
40000000,96,0.053000
45000000,3,0.192000
45000000,6,0.117000
45000000,12,0.073000
45000000,24,0.055000
45000000,48,0.060000
45000000,96,0.086000
50000000,3,0.216000
50000000,6,0.117000
50000000,12,0.068000
50000000,24,0.070000
50000000,48,0.063000
50000000,96,0.060000
55000000,3,0.240000
55000000,6,0.133000
55000000,12,0.075000
55000000,24,0.056000
55000000,48,0.075000
55000000,96,0.074000
60000000,3,0.257000
60000000,6,0.134000
60000000,12,0.079000
60000000,24,0.067000
60000000,48,0.083000
60000000,96,0.078000
65000000,3,0.278000
65000000,6,0.173000
65000000,12,0.093000
65000000,24,0.081000
65000000,48,0.069000
65000000,96,0.090000
70000000,3,0.296000
70000000,6,0.155000
70000000,12,0.106000
70000000,24,0.086000
70000000,48,0.074000
70000000,96,0.091000
75000000,3,0.314000
75000000,6,0.168000
75000000,12,0.098000
75000000,24,0.084000
75000000,48,0.082000
75000000,96,0.120000
80000000,3,0.342000
80000000,6,0.193000
80000000,12,0.159000
80000000,24,0.080000
80000000,48,0.088000
80000000,96,0.091000
85000000,3,0.360000
85000000,6,0.201000
85000000,12,0.141000
85000000,24,0.094000
85000000,48,0.095000
85000000,96,0.091000
90000000,3,0.369000
90000000,6,0.198000
90000000,12,0.140000
90000000,24,0.075000
90000000,48,0.089000
90000000,96,0.100000
95000000,3,0.406000
95000000,6,0.207000
95000000,12,0.119000
95000000,24,0.097000
95000000,48,0.092000
95000000,96,0.129000
100000000,3,0.421000
100000000,6,0.216000
100000000,12,0.142000
100000000,24,0.085000
100000000,48,0.098000
100000000,96,0.120000
5000000,3,0.035000
5000000,6,0.034000
5000000,12,0.012000
5000000,24,0.011000
5000000,48,0.014000
5000000,96,0.019000
10000000,3,0.059000
10000000,6,0.035000
10000000,12,0.022000
10000000,24,0.020000
10000000,48,0.029000
10000000,96,0.028000
15000000,3,0.077000
15000000,6,0.046000
15000000,12,0.038000
15000000,24,0.025000
15000000,48,0.024000
15000000,96,0.038000
20000000,3,0.105000
20000000,6,0.070000
20000000,12,0.035000
20000000,24,0.031000
20000000,48,0.028000
20000000,96,0.031000
25000000,3,0.113000
25000000,6,0.064000
25000000,12,0.043000
25000000,24,0.039000
25000000,48,0.071000
25000000,96,0.042000
30000000,3,0.145000
30000000,6,0.088000
30000000,12,0.046000
30000000,24,0.056000
30000000,48,0.038000
30000000,96,0.061000
35000000,3,0.153000
35000000,6,0.110000
35000000,12,0.088000
35000000,24,0.046000
35000000,48,0.048000
35000000,96,0.060000
40000000,3,0.176000
40000000,6,0.112000
40000000,12,0.061000
40000000,24,0.040000
40000000,48,0.047000
40000000,96,0.057000
45000000,3,0.200000
45000000,6,0.104000
45000000,12,0.060000
45000000,24,0.054000
45000000,48,0.044000
45000000,96,0.066000
50000000,3,0.211000
50000000,6,0.138000
50000000,12,0.069000
50000000,24,0.062000
50000000,48,0.063000
50000000,96,0.063000
55000000,3,0.238000
55000000,6,0.123000
55000000,12,0.073000
55000000,24,0.042000
55000000,48,0.073000
55000000,96,0.074000
60000000,3,0.257000
60000000,6,0.163000
60000000,12,0.078000
60000000,24,0.050000
60000000,48,0.063000
60000000,96,0.077000
65000000,3,0.281000
65000000,6,0.160000
65000000,12,0.085000
65000000,24,0.071000
65000000,48,0.104000
65000000,96,0.094000
70000000,3,0.298000
70000000,6,0.173000
70000000,12,0.124000
70000000,24,0.070000
70000000,48,0.069000
70000000,96,0.085000
75000000,3,0.310000
75000000,6,0.188000
75000000,12,0.128000
75000000,24,0.082000
75000000,48,0.082000
75000000,96,0.085000
80000000,3,0.348000
80000000,6,0.200000
80000000,12,0.102000
80000000,24,0.081000
80000000,48,0.080000
80000000,96,0.110000
85000000,3,0.361000
85000000,6,0.188000
85000000,12,0.113000
85000000,24,0.078000
85000000,48,0.078000
85000000,96,0.122000
90000000,3,0.390000
90000000,6,0.210000
90000000,12,0.149000
90000000,24,0.086000
90000000,48,0.103000
90000000,96,0.106000
95000000,3,0.392000
95000000,6,0.208000
95000000,12,0.150000
95000000,24,0.112000
95000000,48,0.097000
95000000,96,0.133000
100000000,3,0.434000
100000000,6,0.247000
100000000,12,0.125000
100000000,24,0.091000
100000000,48,0.103000
100000000,96,0.115000
5000000,3,0.033000
5000000,6,0.033000
5000000,12,0.012000
5000000,24,0.013000
5000000,48,0.012000
5000000,96,0.017000
10000000,3,0.069000
10000000,6,0.032000
10000000,12,0.022000
10000000,24,0.024000
10000000,48,0.020000
10000000,96,0.042000
15000000,3,0.072000
15000000,6,0.047000
15000000,12,0.038000
15000000,24,0.021000
15000000,48,0.029000
15000000,96,0.041000
20000000,3,0.099000
20000000,6,0.051000
20000000,12,0.033000
20000000,24,0.039000
20000000,48,0.028000
20000000,96,0.030000
25000000,3,0.119000
25000000,6,0.065000
25000000,12,0.067000
25000000,24,0.043000
25000000,48,0.055000
25000000,96,0.034000
30000000,3,0.149000
30000000,6,0.094000
30000000,12,0.052000
30000000,24,0.036000
30000000,48,0.037000
30000000,96,0.042000
35000000,3,0.157000
35000000,6,0.083000
35000000,12,0.082000
35000000,24,0.057000
35000000,48,0.063000
35000000,96,0.053000
40000000,3,0.185000
40000000,6,0.123000
40000000,12,0.089000
40000000,24,0.043000
40000000,48,0.044000
40000000,96,0.053000
45000000,3,0.195000
45000000,6,0.108000
45000000,12,0.072000
45000000,24,0.071000
45000000,48,0.067000
45000000,96,0.071000
50000000,3,0.223000
50000000,6,0.115000
50000000,12,0.089000
50000000,24,0.059000
50000000,48,0.067000
50000000,96,0.067000
55000000,3,0.233000
55000000,6,0.126000
55000000,12,0.098000
55000000,24,0.044000
55000000,48,0.090000
55000000,96,0.066000
60000000,3,0.260000
60000000,6,0.162000
60000000,12,0.078000
60000000,24,0.071000
60000000,48,0.071000
60000000,96,0.097000
65000000,3,0.271000
65000000,6,0.147000
65000000,12,0.084000
65000000,24,0.074000
65000000,48,0.099000
65000000,96,0.070000
70000000,3,0.313000
70000000,6,0.168000
70000000,12,0.090000
70000000,24,0.067000
70000000,48,0.101000
70000000,96,0.077000
75000000,3,0.324000
75000000,6,0.190000
75000000,12,0.110000
75000000,24,0.055000
75000000,48,0.081000
75000000,96,0.091000
80000000,3,0.342000
80000000,6,0.216000
80000000,12,0.122000
80000000,24,0.082000
80000000,48,0.079000
80000000,96,0.091000
85000000,3,0.359000
85000000,6,0.215000
85000000,12,0.113000
85000000,24,0.071000
85000000,48,0.072000
85000000,96,0.083000
90000000,3,0.377000
90000000,6,0.199000
90000000,12,0.140000
90000000,24,0.095000
90000000,48,0.081000
90000000,96,0.116000
95000000,3,0.405000
95000000,6,0.229000
95000000,12,0.134000
95000000,24,0.092000
95000000,48,0.102000
95000000,96,0.103000
100000000,3,0.419000
100000000,6,0.214000
100000000,12,0.132000
100000000,24,0.107000
100000000,48,0.114000
100000000,96,0.093000
5000000,3,0.038000
5000000,6,0.030000
5000000,12,0.014000
5000000,24,0.011000
5000000,48,0.015000
5000000,96,0.014000
10000000,3,0.062000
10000000,6,0.052000
10000000,12,0.040000
10000000,24,0.024000
10000000,48,0.021000
10000000,96,0.030000
15000000,3,0.076000
15000000,6,0.051000
15000000,12,0.028000
15000000,24,0.028000
15000000,48,0.027000
15000000,96,0.029000
20000000,3,0.100000
20000000,6,0.051000
20000000,12,0.032000
20000000,24,0.026000
20000000,48,0.040000
20000000,96,0.041000
25000000,3,0.115000
25000000,6,0.065000
25000000,12,0.043000
25000000,24,0.051000
25000000,48,0.035000
25000000,96,0.040000
30000000,3,0.134000
30000000,6,0.075000
30000000,12,0.045000
30000000,24,0.047000
30000000,48,0.049000
30000000,96,0.063000
35000000,3,0.171000
35000000,6,0.084000
35000000,12,0.053000
35000000,24,0.038000
35000000,48,0.034000
35000000,96,0.055000
40000000,3,0.171000
40000000,6,0.094000
40000000,12,0.074000
40000000,24,0.049000
40000000,48,0.053000
40000000,96,0.087000
45000000,3,0.194000
45000000,6,0.112000
45000000,12,0.061000
45000000,24,0.052000
45000000,48,0.070000
45000000,96,0.079000
50000000,3,0.219000
50000000,6,0.113000
50000000,12,0.068000
50000000,24,0.050000
50000000,48,0.056000
50000000,96,0.069000
55000000,3,0.242000
55000000,6,0.144000
55000000,12,0.073000
55000000,24,0.055000
55000000,48,0.065000
55000000,96,0.072000
60000000,3,0.254000
60000000,6,0.135000
60000000,12,0.075000
60000000,24,0.073000
60000000,48,0.079000
60000000,96,0.078000
65000000,3,0.269000
65000000,6,0.146000
65000000,12,0.116000
65000000,24,0.051000
65000000,48,0.070000
65000000,96,0.080000
70000000,3,0.300000
70000000,6,0.160000
70000000,12,0.122000
70000000,24,0.073000
70000000,48,0.084000
70000000,96,0.080000
75000000,3,0.329000
75000000,6,0.168000
75000000,12,0.098000
75000000,24,0.095000
75000000,48,0.103000
75000000,96,0.081000
80000000,3,0.336000
80000000,6,0.181000
80000000,12,0.103000
