n,threads,time
60000000,24,0.096000
60000000,48,0.078000
60000000,96,0.091000
65000000,3,0.285000
65000000,6,0.173000
65000000,12,0.085000
65000000,24,0.067000
65000000,48,0.076000
65000000,96,0.072000
70000000,3,0.291000
70000000,6,0.155000
70000000,12,0.095000
70000000,24,0.076000
70000000,48,0.078000
70000000,96,0.085000
75000000,3,0.327000
75000000,6,0.165000
75000000,12,0.117000
75000000,24,0.080000
75000000,48,0.077000
75000000,96,0.095000
80000000,3,0.353000
80000000,6,0.185000
80000000,12,0.103000
80000000,24,0.093000
80000000,48,0.094000
80000000,96,0.099000
85000000,3,0.369000
85000000,6,0.196000
85000000,12,0.110000
85000000,24,0.084000
85000000,48,0.089000
85000000,96,0.121000
90000000,3,0.377000
90000000,6,0.229000
90000000,12,0.115000
90000000,24,0.092000
90000000,48,0.074000
90000000,96,0.088000
95000000,3,0.410000
95000000,6,0.222000
95000000,12,0.120000
95000000,24,0.096000
95000000,48,0.102000
95000000,96,0.113000
100000000,3,0.430000
100000000,6,0.243000
100000000,12,0.128000
100000000,24,0.107000
100000000,48,0.070000
100000000,96,0.143000
5000000,3,0.036000
5000000,6,0.020000
5000000,12,0.022000
5000000,24,0.016000
5000000,48,0.014000
5000000,96,0.017000
10000000,3,0.063000
10000000,6,0.054000
10000000,12,0.031000
10000000,24,0.017000
10000000,48,0.020000
10000000,96,0.043000
15000000,3,0.081000
15000000,6,0.041000
15000000,12,0.028000
15000000,24,0.019000
15000000,48,0.027000
15000000,96,0.031000
20000000,3,0.094000
20000000,6,0.054000
20000000,12,0.034000
20000000,24,0.065000
20000000,48,0.036000
20000000,96,0.040000
25000000,3,0.138000
25000000,6,0.068000
25000000,12,0.059000
25000000,24,0.055000
25000000,48,0.049000
25000000,96,0.051000
30000000,3,0.132000
30000000,6,0.076000
30000000,12,0.044000
30000000,24,0.046000
30000000,48,0.043000
30000000,96,0.066000
35000000,3,0.162000
35000000,6,0.100000
35000000,12,0.072000
35000000,24,0.051000
35000000,48,0.057000
35000000,96,0.055000
40000000,3,0.172000
40000000,6,0.093000
40000000,12,0.070000
40000000,24,0.061000
40000000,48,0.055000
40000000,96,0.049000
45000000,3,0.204000
45000000,6,0.104000
45000000,12,0.060000
45000000,24,0.044000
45000000,48,0.060000
45000000,96,0.074000
50000000,3,0.210000
50000000,6,0.146000
50000000,12,0.065000
50000000,24,0.057000
50000000,48,0.057000
50000000,96,0.066000
55000000,3,0.235000
55000000,6,0.127000
55000000,12,0.112000
55000000,24,0.053000
55000000,48,0.100000
55000000,96,0.093000
60000000,3,0.252000
60000000,6,0.141000
60000000,12,0.079000
60000000,24,0.083000
60000000,48,0.070000
60000000,96,0.073000
65000000,3,0.273000
65000000,6,0.158000
65000000,12,0.118000
65000000,24,0.059000
65000000,48,0.076000
65000000,96,0.084000
70000000,3,0.328000
70000000,6,0.184000
70000000,12,0.091000
70000000,24,0.072000
70000000,48,0.085000
70000000,96,0.077000
75000000,3,0.311000
75000000,6,0.163000
75000000,12,0.125000
75000000,24,0.089000
75000000,48,0.081000
75000000,96,0.078000
80000000,3,0.339000
80000000,6,0.196000
80000000,12,0.102000
80000000,24,0.101000
80000000,48,0.073000
80000000,96,0.136000
85000000,3,0.352000
85000000,6,0.210000
85000000,12,0.145000
85000000,24,0.077000
85000000,48,0.097000
85000000,96,0.099000
90000000,3,0.394000
90000000,6,0.195000
90000000,12,0.112000
90000000,24,0.102000
90000000,48,0.094000
90000000,96,0.131000
95000000,3,0.399000
95000000,6,0.208000
95000000,12,0.120000
95000000,24,0.109000
95000000,48,0.085000
95000000,96,0.111000
100000000,3,0.419000
100000000,6,0.233000
100000000,12,0.150000
100000000,24,0.097000
100000000,48,0.080000
100000000,96,0.099000
5000000,3,0.046000
5000000,6,0.035000
5000000,12,0.012000
5000000,24,0.013000
5000000,48,0.014000
5000000,96,0.016000
10000000,3,0.056000
10000000,6,0.053000
10000000,12,0.035000
10000000,24,0.014000
10000000,48,0.024000
10000000,96,0.041000
15000000,3,0.072000
15000000,6,0.048000
15000000,12,0.027000
15000000,24,0.032000
15000000,48,0.031000
15000000,96,0.036000
20000000,3,0.094000
20000000,6,0.053000
20000000,12,0.050000
20000000,24,0.037000
20000000,48,0.054000
20000000,96,0.053000
25000000,3,0.111000
25000000,6,0.062000
25000000,12,0.044000
25000000,24,0.039000
25000000,48,0.032000
25000000,96,0.046000
30000000,3,0.134000
30000000,6,0.088000
30000000,12,0.067000
30000000,24,0.055000
30000000,48,0.038000
30000000,96,0.055000
35000000,3,0.153000
35000000,6,0.085000
35000000,12,0.051000
35000000,24,0.040000
35000000,48,0.045000
35000000,96,0.062000
40000000,3,0.176000
40000000,6,0.093000
40000000,12,0.095000
40000000,24,0.047000
40000000,48,0.076000
40000000,96,0.064000
45000000,3,0.196000
45000000,6,0.105000
45000000,12,0.081000
45000000,24,0.062000
45000000,48,0.063000
45000000,96,0.071000
50000000,3,0.219000
50000000,6,0.116000
50000000,12,0.089000
50000000,24,0.073000
50000000,48,0.078000
50000000,96,0.066000
55000000,3,0.233000
55000000,6,0.126000
55000000,12,0.075000
55000000,24,0.053000
55000000,48,0.068000
55000000,96,0.074000
60000000,3,0.253000
60000000,6,0.153000
60000000,12,0.083000
60000000,24,0.055000
60000000,48,0.073000
60000000,96,0.075000
65000000,3,0.294000
65000000,6,0.156000
65000000,12,0.121000
65000000,24,0.063000
65000000,48,0.075000
65000000,96,0.067000
70000000,3,0.292000
70000000,6,0.165000
70000000,12,0.090000
70000000,24,0.065000
70000000,48,0.088000
70000000,96,0.097000
75000000,3,0.320000
75000000,6,0.183000
75000000,12,0.098000
75000000,24,0.061000
75000000,48,0.066000
75000000,96,0.088000
80000000,3,0.336000
80000000,6,0.208000
80000000,12,0.102000
80000000,24,0.079000
80000000,48,0.078000
80000000,96,0.086000
85000000,3,0.350000
85000000,6,0.193000
85000000,12,0.109000
85000000,24,0.063000
85000000,48,0.085000
85000000,96,0.107000
90000000,3,0.377000
90000000,6,0.205000
90000000,12,0.132000
90000000,24,0.077000
90000000,48,0.075000
90000000,96,0.113000
95000000,3,0.410000
95000000,6,0.208000
95000000,12,0.133000
95000000,24,0.096000
95000000,48,0.095000
95000000,96,0.097000
100000000,3,0.407000
100000000,6,0.249000
100000000,12,0.127000
100000000,24,0.102000
100000000,48,0.099000
100000000,96,0.112000
5000000,3,0.032000
5000000,6,0.027000
5000000,12,0.013000
5000000,24,0.015000
5000000,48,0.012000
5000000,96,0.017000
10000000,3,0.062000
10000000,6,0.039000
10000000,12,0.030000
10000000,24,0.020000
10000000,48,0.022000
10000000,96,0.033000
15000000,3,0.078000
15000000,6,0.045000
15000000,12,0.029000
15000000,24,0.036000
15000000,48,0.022000
15000000,96,0.039000
20000000,3,0.102000
20000000,6,0.077000
20000000,12,0.055000
20000000,24,0.032000
20000000,48,0.033000
20000000,96,0.057000
25000000,3,0.143000
25000000,6,0.065000
25000000,12,0.040000
25000000,24,0.042000
25000000,48,0.033000
25000000,96,0.043000
30000000,3,0.138000
30000000,6,0.111000
30000000,12,0.065000
30000000,24,0.051000
30000000,48,0.048000
30000000,96,0.052000
35000000,3,0.155000
35000000,6,0.114000
35000000,12,0.051000
35000000,24,0.060000
35000000,48,0.049000
35000000,96,0.072000
40000000,3,0.183000
40000000,6,0.093000
40000000,12,0.090000
40000000,24,0.034000
40000000,48,0.050000
40000000,96,0.087000
45000000,3,0.196000
45000000,6,0.111000
45000000,12,0.064000
45000000,24,0.071000
45000000,48,0.049000
45000000,96,0.063000
50000000,3,0.210000
50000000,6,0.126000
50000000,12,0.067000
50000000,24,0.042000
50000000,48,0.050000
50000000,96,0.070000
55000000,3,0.233000
55000000,6,0.127000
55000000,12,0.071000
55000000,24,0.065000
55000000,48,0.055000
55000000,96,0.108000
60000000,3,0.257000
60000000,6,0.159000
60000000,12,0.087000
60000000,24,0.085000
60000000,48,0.073000
60000000,96,0.072000
65000000,3,0.274000
65000000,6,0.144000
65000000,12,0.102000
65000000,24,0.059000
65000000,48,0.069000
65000000,96,0.078000
70000000,3,0.292000
70000000,6,0.159000
70000000,12,0.092000
70000000,24,0.079000
70000000,48,0.104000
70000000,96,0.072000
75000000,3,0.332000
75000000,6,0.171000
75000000,12,0.097000
75000000,24,0.087000
75000000,48,0.086000
75000000,96,0.104000
80000000,3,0.339000
80000000,6,0.202000
80000000,12,0.111000
80000000,24,0.094000
80000000,48,0.082000
80000000,96,0.081000
85000000,3,0.350000
85000000,6,0.217000
85000000,12,0.121000
85000000,24,0.105000
85000000,48,0.081000
85000000,96,0.097000
90000000,3,0.371000
90000000,6,0.207000
90000000,12,0.127000
90000000,24,0.072000
90000000,48,0.137000
90000000,96,0.083000
95000000,3,0.395000
95000000,6,0.217000
95000000,12,0.121000
95000000,24,0.074000
95000000,48,0.079000
95000000,96,0.086000
100000000,3,0.422000
100000000,6,0.243000
100000000,12,0.125000
100000000,24,0.085000
100000000,48,0.086000
100000000,96,0.101000
5000000,3,0.035000
5000000,6,0.026000
5000000,12,0.012000
5000000,24,0.013000
5000000,48,0.021000
5000000,96,0.024000
10000000,3,0.057000
10000000,6,0.044000
10000000,12,0.021000
10000000,24,0.013000
10000000,48,0.020000
10000000,96,0.029000
15000000,3,0.071000
15000000,6,0.042000
15000000,12,0.032000
15000000,24,0.028000
15000000,48,0.027000
15000000,96,0.039000
20000000,3,0.096000
20000000,6,0.076000
20000000,12,0.049000
20000000,24,0.038000
20000000,48,0.035000
20000000,96,0.033000
25000000,3,0.120000
25000000,6,0.079000
25000000,12,0.045000
25000000,24,0.061000
25000000,48,0.033000
25000000,96,0.054000
30000000,3,0.136000
30000000,6,0.074000
30000000,12,0.070000
30000000,24,0.045000
30000000,48,0.036000
30000000,96,0.060000
35000000,3,0.150000
35000000,6,0.088000
35000000,12,0.050000
35000000,24,0.061000
35000000,48,0.041000
35000000,96,0.057000
40000000,3,0.175000
40000000,6,0.105000
40000000,12,0.105000
40000000,24,0.050000
40000000,48,0.052000
40000000,96,0.074000
45000000,3,0.208000
45000000,6,0.110000
45000000,12,0.062000
45000000,24,0.069000
45000000,48,0.076000
45000000,96,0.064000
50000000,3,0.217000
50000000,6,0.130000
50000000,12,0.096000
50000000,24,0.058000
50000000,48,0.051000
50000000,96,0.076000
55000000,3,0.233000
55000000,6,0.136000
55000000,12,0.099000
55000000,24,0.059000
55000000,48,0.060000
55000000,96,0.063000
60000000,3,0.249000
60000000,6,0.164000
60000000,12,0.089000
60000000,24,0.048000
60000000,48,0.072000
60000000,96,0.080000
65000000,3,0.279000
65000000,6,0.148000
65000000,12,0.080000
65000000,24,0.062000
65000000,48,0.076000
65000000,96,0.091000
70000000,3,0.294000
70000000,6,0.157000
70000000,12,0.122000
70000000,24,0.088000
70000000,48,0.096000
70000000,96,0.102000
75000000,3,0.323000
75000000,6,0.169000
75000000,12,0.120000
75000000,24,0.100000
75000000,48,0.086000
75000000,96,0.086000
80000000,3,0.336000
80000000,6,0.178000
80000000,12,0.104000
80000000,24,0.093000
80000000,48,0.062000
80000000,96,0.085000
85000000,3,0.360000
85000000,6,0.196000
85000000,12,0.111000
85000000,24,0.068000
85000000,48,0.084000
85000000,96,0.100000
90000000,3,0.388000
90000000,6,0.193000
90000000,12,0.153000
90000000,24,0.099000
90000000,48,0.093000
90000000,96,0.095000
95000000,3,0.409000
95000000,6,0.213000
95000000,12,0.121000
95000000,24,0.102000
95000000,48,0.086000
95000000,96,0.096000
100000000,3,0.418000
100000000,6,0.248000
100000000,12,0.135000
100000000,24,0.101000
100000000,48,0.085000
100000000,96,0.100000
5000000,3,0.041000
5000000,6,0.024000
5000000,12,0.018000
5000000,24,0.013000
5000000,48,0.015000
5000000,96,0.019000
10000000,3,0.064000
10000000,6,0.035000
10000000,12,0.025000
10000000,24,0.024000
10000000,48,0.022000
10000000,96,0.025000
15000000,3,0.081000
15000000,6,0.044000
15000000,12,0.033000
15000000,24,0.033000
15000000,48,0.024000
15000000,96,0.043000
20000000,3,0.092000
20000000,6,0.052000
20000000,12,0.034000
20000000,24,0.024000
20000000,48,0.035000
20000000,96,0.037000
25000000,3,0.124000
25000000,6,0.063000
25000000,12,0.059000
25000000,24,0.041000
25000000,48,0.041000
25000000,96,0.045000
30000000,3,0.132000
30000000,6,0.076000
30000000,12,0.044000
30000000,24,0.030000
30000000,48,0.037000
30000000,96,0.059000
35000000,3,0.162000
35000000,6,0.085000
35000000,12,0.050000
35000000,24,0.048000
35000000,48,0.051000
35000000,96,0.060000
40000000,3,0.181000
40000000,6,0.108000
40000000,12,0.056000
40000000,24,0.037000
40000000,48,0.052000
40000000,96,0.075000
45000000,3,0.194000
45000000,6,0.123000
45000000,12,0.077000
45000000,24,0.056000
45000000,48,0.058000
45000000,96,0.065000
50000000,3,0.216000
50000000,6,0.117000
50000000,12,0.071000
50000000,24,0.049000
50000000,48,0.068000
50000000,96,0.101000
55000000,3,0.234000
55000000,6,0.138000
55000000,12,0.077000
55000000,24,0.063000
55000000,48,0.109000
55000000,96,0.086000
60000000,3,0.259000
60000000,6,0.136000
60000000,12,0.078000
60000000,24,0.068000
60000000,48,0.069000
60000000,96,0.089000
65000000,3,0.270000
65000000,6,0.159000
65000000,12,0.083000
65000000,24,0.076000
65000000,48,0.077000
65000000,96,0.073000
70000000,3,0.308000
70000000,6,0.157000
70000000,12,0.118000
70000000,24,0.081000
70000000,48,0.076000
70000000,96,0.087000
75000000,3,0.318000
75000000,6,0.185000
75000000,12,0.129000
75000000,24,0.100000
75000000,48,0.068000
75000000,96,0.091000
80000000,3,0.338000
80000000,6,0.177000
80000000,12,0.104000
80000000,24,0.087000
80000000,48,0.086000
80000000,96,0.108000
85000000,3,0.350000
85000000,6,0.219000
85000000,12,0.107000
85000000,24,0.067000
85000000,48,0.071000
85000000,96,0.097000
90000000,3,0.387000
90000000,6,0.197000
90000000,12,0.137000
90000000,24,0.079000
90000000,48,0.080000
90000000,96,0.093000
95000000,3,0.389000
95000000,6,0.226000
95000000,12,0.120000
95000000,24,0.104000
95000000,48,0.114000
95000000,96,0.102000
100000000,3,0.410000
100000000,6,0.228000
100000000,12,0.129000
100000000,24,0.115000
100000000,48,0.103000
100000000,96,0.094000
5000000,3,0.033000
5000000,6,0.021000
5000000,12,0.022000
5000000,24,0.014000
5000000,48,0.014000
5000000,96,0.020000
10000000,3,0.056000
10000000,6,0.036000
10000000,12,0.021000
10000000,24,0.015000
10000000,48,0.019000
10000000,96,0.034000
15000000,3,0.082000
15000000,6,0.042000
15000000,12,0.028000
15000000,24,0.029000
15000000,48,0.026000
15000000,96,0.031000
20000000,3,0.093000
20000000,6,0.066000
20000000,12,0.045000
20000000,24,0.040000
20000000,48,0.036000
20000000,96,0.043000
25000000,3,0.112000
25000000,6,0.065000
25000000,12,0.051000
25000000,24,0.072000
25000000,48,0.032000
25000000,96,0.047000
30000000,3,0.142000
30000000,6,0.075000
30000000,12,0.070000
30000000,24,0.052000
30000000,48,0.046000
30000000,96,0.073000
35000000,3,0.170000
35000000,6,0.090000
35000000,12,0.054000
35000000,24,0.047000
35000000,48,0.058000
35000000,96,0.053000
40000000,3,0.184000
40000000,6,0.094000
40000000,12,0.056000
40000000,24,0.044000
40000000,48,0.061000
40000000,96,0.078000
45000000,3,0.218000
45000000,6,0.103000
45000000,12,0.062000
45000000,24,0.063000
45000000,48,0.066000
45000000,96,0.076000
50000000,3,0.210000
50000000,6,0.125000
50000000,12,0.068000
50000000,24,0.068000
50000000,48,0.063000
50000000,96,0.077000
55000000,3,0.239000
55000000,6,0.131000
55000000,12,0.073000
55000000,24,0.042000
55000000,48,0.062000
55000000,96,0.088000
60000000,3,0.263000
60000000,6,0.136000
60000000,12,0.081000
60000000,24,0.089000
60000000,48,0.067000
60000000,96,0.072000
65000000,3,0.282000
65000000,6,0.162000
65000000,12,0.084000
65000000,24,0.079000
65000000,48,0.076000
65000000,96,0.080000
70000000,3,0.304000
70000000,6,0.190000
70000000,12,0.100000
70000000,24,0.068000
70000000,48,0.085000
70000000,96,0.078000
75000000,3,0.308000
75000000,6,0.185000
75000000,12,0.128000
75000000,24,0.070000
75000000,48,0.081000
75000000,96,0.088000
80000000,3,0.346000
80000000,6,0.187000
80000000,12,0.103000
80000000,24,0.070000
80000000,48,0.095000
80000000,96,0.087000
85000000,3,0.350000
85000000,6,0.202000
85000000,12,0.107000
85000000,24,0.095000
85000000,48,0.081000
85000000,96,0.117000
90000000,3,0.385000
90000000,6,0.217000
90000000,12,0.115000
90000000,24,0.094000
90000000,48,0.093000
90000000,96,0.100000
95000000,3,0.387000
95000000,6,0.217000
95000000,12,0.179000
95000000,24,0.099000
95000000,48,0.078000
95000000,96,0.137000
100000000,3,0.420000
100000000,6,0.237000
100000000,12,0.119000
100000000,24,0.082000
100000000,48,0.096000
100000000,96,0.080000
5000000,3,0.040000
5000000,6,0.019000
5000000,12,0.020000
5000000,24,0.011000
5000000,48,0.018000
5000000,96,0.021000
10000000,3,0.060000
10000000,6,0.031000
10000000,12,0.020000
10000000,24,0.021000
10000000,48,0.025000
10000000,96,0.032000
15000000,3,0.075000
15000000,6,0.052000
15000000,12,0.035000
15000000,24,0.043000
15000000,48,0.024000
15000000,96,0.042000
20000000,3,0.101000
20000000,6,0.068000
20000000,12,0.053000
20000000,24,0.043000
20000000,48,0.032000
20000000,96,0.047000
25000000,3,0.118000
25000000,6,0.064000
25000000,12,0.047000
25000000,24,0.032000
25000000,48,0.041000
25000000,96,0.035000
30000000,3,0.139000
30000000,6,0.090000
30000000,12,0.069000
30000000,24,0.045000
30000000,48,0.037000
30000000,96,0.058000
35000000,3,0.156000
35000000,6,0.085000
35000000,12,0.051000
35000000,24,0.052000
35000000,48,0.055000
35000000,96,0.047000
40000000,3,0.172000
40000000,6,0.096000
40000000,12,0.082000
40000000,24,0.055000
40000000,48,0.063000
40000000,96,0.062000
45000000,3,0.197000
45000000,6,0.117000
45000000,12,0.062000
45000000,24,0.039000
45000000,48,0.075000
45000000,96,0.051000
50000000,3,0.228000
50000000,6,0.125000
50000000,12,0.068000
50000000,24,0.065000
50000000,48,0.053000
50000000,96,0.085000
55000000,3,0.242000
55000000,6,0.122000
55000000,12,0.127000
55000000,24,0.050000
55000000,48,0.059000
55000000,96,0.060000
60000000,3,0.252000
60000000,6,0.137000
60000000,12,0.109000
60000000,24,0.047000
60000000,48,0.065000
60000000,96,0.093000
65000000,3,0.274000
65000000,6,0.156000
65000000,12,0.086000
65000000,24,0.094000
65000000,48,0.067000
65000000,96,0.089000
70000000,3,0.294000
70000000,6,0.189000
70000000,12,0.142000
70000000,24,0.078000
70000000,48,0.087000
70000000,96,0.090000
75000000,3,0.319000
75000000,6,0.183000
75000000,12,0.129000
75000000,24,0.096000
75000000,48,0.099000
75000000,96,0.105000
80000000,3,0.335000
80000000,6,0.195000
80000000,12,0.104000
80000000,24,0.104000
80000000,48,0.073000
80000000,96,0.112000
85000000,3,0.360000
85000000,6,0.185000
85000000,12,0.137000
85000000,24,0.080000
85000000,48,0.094000
85000000,96,0.101000
90000000,3,0.382000
90000000,6,0.206000
90000000,12,0.138000
90000000,24,0.099000
90000000,48,0.086000
90000000,96,0.115000
95000000,3,0.404000
95000000,6,0.219000
95000000,12,0.119000
95000000,24,0.103000
95000000,48,0.100000
95000000,96,0.092000
100000000,3,0.415000
100000000,6,0.224000
100000000,12,0.131000
100000000,24,0.084000
100000000,48,0.094000
100000000,96,0.100000
5000000,3,0.037000
5000000,6,0.034000
5000000,12,0.020000
5000000,24,0.009000
5000000,48,0.014000
5000000,96,0.019000
10000000,3,0.060000
10000000,6,0.035000
10000000,12,0.025000
10000000,24,0.025000
10000000,48,0.022000
10000000,96,0.028000
15000000,3,0.071000
15000000,6,0.042000
15000000,12,0.040000
15000000,24,0.029000
15000000,48,0.029000
15000000,96,0.027000
20000000,3,0.092000
20000000,6,0.052000
20000000,12,0.050000
20000000,24,0.047000
20000000,48,0.037000
20000000,96,0.039000
25000000,3,0.110000
25000000,6,0.065000
25000000,12,0.037000
25000000,24,0.035000
25000000,48,0.032000
25000000,96,0.047000
30000000,3,0.143000
30000000,6,0.084000
30000000,12,0.050000
30000000,24,0.052000
30000000,48,0.037000
30000000,96,0.044000
35000000,3,0.151000
35000000,6,0.102000
35000000,12,0.055000
35000000,24,0.051000
35000000,48,0.042000
35000000,96,0.048000
40000000,3,0.193000
40000000,6,0.109000
40000000,12,0.082000
40000000,24,0.044000
40000000,48,0.049000
40000000,96,0.061000
45000000,3,0.203000
45000000,6,0.103000
45000000,12,0.062000
45000000,24,0.066000
45000000,48,0.056000
45000000,96,0.093000
50000000,3,0.227000
50000000,6,0.135000
50000000,12,0.069000
50000000,24,0.060000
50000000,48,0.083000
50000000,96,0.083000
55000000,3,0.228000
55000000,6,0.150000
55000000,12,0.074000
55000000,24,0.055000
55000000,48,0.058000
55000000,96,0.088000
60000000,3,0.251000
60000000,6,0.149000
60000000,12,0.088000
60000000,24,0.073000
60000000,48,0.072000
60000000,96,0.092000
65000000,3,0.281000
65000000,6,0.146000
65000000,12,0.086000
65000000,24,0.082000
65000000,48,0.067000
65000000,96,0.081000
70000000,3,0.303000
70000000,6,0.156000
70000000,12,0.105000
70000000,24,0.060000
70000000,48,0.105000
70000000,96,0.077000
75000000,3,0.313000
75000000,6,0.175000
75000000,12,0.105000
75000000,24,0.085000
75000000,48,0.073000
75000000,96,0.081000
80000000,3,0.334000
80000000,6,0.186000
80000000,12,0.108000
80000000,24,0.071000
80000000,48,0.091000
80000000,96,0.079000
85000000,3,0.346000
85000000,6,0.200000
85000000,12,0.109000
85000000,24,0.089000
85000000,48,0.099000
85000000,96,0.097000
90000000,3,0.385000
90000000,6,0.198000
90000000,12,0.137000
90000000,24,0.078000
90000000,48,0.105000
90000000,96,0.102000
95000000,3,0.402000
95000000,6,0.265000
95000000,12,0.143000
95000000,24,0.082000
95000000,48,0.109000
95000000,96,0.105000
100000000,3,0.417000
100000000,6,0.252000
100000000,12,0.136000
100000000,24,0.098000
100000000,48,0.095000
100000000,96,0.117000
5000000,3,0.039000
5000000,6,0.030000
5000000,12,0.021000
5000000,24,0.010000
5000000,48,0.014000
5000000,96,0.020000
10000000,3,0.063000
10000000,6,0.032000
10000000,12,0.020000
10000000,24,0.014000
10000000,48,0.018000
10000000,96,0.025000
15000000,3,0.081000
15000000,6,0.042000
15000000,12,0.029000
15000000,24,0.026000
15000000,48,0.028000
15000000,96,0.039000
20000000,3,0.099000
20000000,6,0.066000
20000000,12,0.034000
20000000,24,0.041000
20000000,48,0.026000
20000000,96,0.048000
25000000,3,0.122000
25000000,6,0.073000
25000000,12,0.038000
25000000,24,0.038000
25000000,48,0.039000
25000000,96,0.048000
30000000,3,0.140000
30000000,6,0.074000
30000000,12,0.075000
30000000,24,0.038000
30000000,48,0.041000
30000000,96,0.048000
35000000,3,0.158000
35000000,6,0.108000
35000000,12,0.051000
35000000,24,0.046000
35000000,48,0.038000
35000000,96,0.053000
40000000,3,0.185000
40000000,6,0.106000
40000000,12,0.083000
40000000,24,0.054000
40000000,48,0.051000
40000000,96,0.065000
45000000,3,0.198000
45000000,6,0.113000
45000000,12,0.065000
45000000,24,0.051000
45000000,48,0.066000
45000000,96,0.065000
50000000,3,0.219000
50000000,6,0.115000
50000000,12,0.110000
50000000,24,0.066000
50000000,48,0.064000
50000000,96,0.072000
55000000,3,0.243000
55000000,6,0.125000
55000000,12,0.074000
55000000,24,0.095000
55000000,48,0.059000
55000000,96,0.071000
60000000,3,0.253000
60000000,6,0.135000
60000000,12,0.087000
60000000,24,0.068000
60000000,48,0.077000
60000000,96,0.072000
65000000,3,0.277000
65000000,6,0.148000
65000000,12,0.134000
65000000,24,0.064000
65000000,48,0.089000
65000000,96,0.100000
70000000,3,0.299000
70000000,6,0.157000
70000000,12,0.092000
70000000,24,0.114000
70000000,48,0.066000
70000000,96,0.085000
75000000,3,0.313000
75000000,6,0.170000
75000000,12,0.098000
75000000,24,0.104000
75000000,48,0.075000
75000000,96,0.097000
80000000,3,0.343000
80000000,6,0.193000
80000000,12,0.102000
80000000,24,0.072000
80000000,48,0.093000
80000000,96,0.100000
85000000,3,0.354000
85000000,6,0.197000
85000000,12,0.112000
85000000,24,0.073000
85000000,48,0.075000
85000000,96,0.097000
90000000,3,0.380000
90000000,6,0.209000
90000000,12,0.171000
90000000,24,0.091000
90000000,48,0.100000
90000000,96,0.086000
95000000,3,0.414000
95000000,6,0.215000
95000000,12,0.120000
95000000,24,0.078000
95000000,48,0.107000
95000000,96,0.115000
100000000,3,0.414000
100000000,6,0.225000
100000000,12,0.140000
100000000,24,0.103000
100000000,48,0.093000
100000000,96,0.113000
5000000,3,0.040000
5000000,6,0.022000
5000000,12,0.023000
5000000,24,0.014000
5000000,48,0.014000
5000000,96,0.018000
10000000,3,0.051000
10000000,6,0.050000
10000000,12,0.021000
10000000,24,0.019000
10000000,48,0.021000
10000000,96,0.031000
15000000,3,0.075000
15000000,6,0.058000
15000000,12,0.028000
15000000,24,0.028000
15000000,48,0.027000
15000000,96,0.033000
20000000,3,0.106000
20000000,6,0.057000
20000000,12,0.035000
20000000,24,0.029000
20000000,48,0.040000
20000000,96,0.053000
25000000,3,0.110000
25000000,6,0.083000
25000000,12,0.039000
25000000,24,0.048000
25000000,48,0.031000
25000000,96,0.056000
30000000,3,0.136000
30000000,6,0.073000
30000000,12,0.046000
30000000,24,0.053000
30000000,48,0.041000
30000000,96,0.049000
35000000,3,0.158000
35000000,6,0.085000
35000000,12,0.051000
35000000,24,0.044000
35000000,48,0.056000
35000000,96,0.062000
40000000,3,0.178000
40000000,6,0.106000
40000000,12,0.054000
40000000,24,0.046000
40000000,48,0.054000
40000000,96,0.069000
45000000,3,0.190000
45000000,6,0.112000
45000000,12,0.065000
45000000,24,0.060000
45000000,48,0.066000
45000000,96,0.073000
50000000,3,0.216000
50000000,6,0.117000
50000000,12,0.068000
50000000,24,0.072000
50000000,48,0.067000
50000000,96,0.056000
55000000,3,0.238000
55000000,6,0.123000
55000000,12,0.102000
55000000,24,0.085000
55000000,48,0.068000
55000000,96,0.078000
60000000,3,0.259000
60000000,6,0.144000
60000000,12,0.078000
60000000,24,0.052000
60000000,48,0.080000
60000000,96,0.088000
65000000,3,0.278000
65000000,6,0.142000
65000000,12,0.102000
65000000,24,0.058000
65000000,48,0.076000
65000000,96,0.076000
70000000,3,0.292000
70000000,6,0.165000
70000000,12,0.094000
70000000,24,0.082000
70000000,48,0.078000
70000000,96,0.083000
75000000,3,0.309000
75000000,6,0.165000
75000000,12,0.130000
75000000,24,0.087000
75000000,48,0.073000
75000000,96,0.097000
80000000,3,0.347000
80000000,6,0.177000
80000000,12,0.104000
80000000,24,0.085000
80000000,48,0.100000
80000000,96,0.083000
85000000,3,0.348000
85000000,6,0.200000
85000000,12,0.108000
85000000,24,0.086000
85000000,48,0.075000
85000000,96,0.095000
90000000,3,0.386000
90000000,6,0.216000
90000000,12,0.121000
90000000,24,0.129000
90000000,48,0.107000
90000000,96,0.087000
95000000,3,0.404000
95000000,6,0.207000
95000000,12,0.119000
95000000,24,0.085000
95000000,48,0.086000
95000000,96,0.093000
100000000,3,0.421000
100000000,6,0.213000
100000000,12,0.125000
100000000,24,0.074000
100000000,48,0.093000
100000000,96,0.092000
5000000,3,0.042000
5000000,6,0.023000
5000000,12,0.022000
5000000,24,0.012000
5000000,48,0.015000
5000000,96,0.021000
10000000,3,0.053000
10000000,6,0.043000
10000000,12,0.021000
10000000,24,0.016000
10000000,48,0.024000
10000000,96,0.029000
15000000,3,0.082000
15000000,6,0.045000
15000000,12,0.029000
15000000,24,0.027000
15000000,48,0.033000
15000000,96,0.049000
20000000,3,0.094000
20000000,6,0.082000
20000000,12,0.035000
