n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
4000,0.299918,0.343370,0.345480,0.380667,0.429910,0.453107,0.625391,0.602779,0.431516,0.393040,0.505129,0.591073,0.447671,0.401827
4500,0.379508,0.446595,0.418307,0.484009,0.585473,0.733870,0.578858,0.621972,0.462606,0.485323,0.610407,0.750730,0.787463,0.496604
500,0.004898,0.004950,0.007083,0.005170,0.005391,0.003365,0.008161,0.016411,0.006856,0.005632,0.002795,0.003936,0.007734,0.016311
5000,0.467891,0.579691,0.590843,0.648374,0.713722,0.839821,0.982553,0.819669,0.570415,0.587273,0.682715,0.700326,0.726720,0.672452
5500,0.575377,0.724600,0.628684,0.670511,0.807558,1.080878,1.144064,0.965661,0.686183,0.731265,0.830025,1.009748,0.895317,1.152968
6000,0.681606,0.897172,0.807946,0.922037,1.031081,1.160921,2.311067,3.878273,0.848031,0.920876,1.101382,1.396990,1.514526,1.719790
6500,0.797794,1.054049,0.937685,0.966509,1.417153,1.236684,1.638566,3.918531,1.018231,1.074761,1.105129,1.655806,1.823914,1.690456
7000,0.925693,1.322480,1.065826,1.112911,1.416438,1.360321,2.088308,5.909983,1.131843,1.193218,1.378564,1.695249,1.804767,2.054377
7500,1.065916,1.541591,1.212294,1.351043,1.768182,2.280616,2.197242,2.214536,1.287099,1.366236,1.566051,1.759228,2.209725,2.198334
8000,1.219794,1.764009,1.358438,1.544938,1.706048,3.851729,2.901033,4.576735,1.486850,1.537214,1.693442,1.746896,2.264425,3.114114
8500,1.368426,1.942258,1.570738,1.676083,2.148880,2.784893,2.389889,4.955037,1.649095,1.727889,1.945789,2.047954,2.754542,2.807902
9000,1.535087,2.329060,1.710605,1.825518,1.817714,2.859845,2.578139,3.004571,1.897644,1.930633,2.037186,2.748148,2.938556,2.993538
9500,1.707365,2.563989,1.892807,2.038717,2.450173,2.450480,3.103708,6.561763,2.066985,2.135606,2.449543,3.040078,3.137733,3.363143
1000,0.018709,0.019736,0.035188,0.027812,0.034077,0.015297,0.020146,0.052093,0.036812,0.033509,0.027085,0.008635,0.012556,0.019434
10000,1.901207,2.851456,2.127321,2.216918,2.543393,4.477641,3.734560,7.859498,2.300396,2.358540,2.674597,3.065123,3.605294,3.559863
1500,0.042076,0.042373,0.074007,0.097796,0.083469,0.085773,0.075111,0.034282,0.072650,0.095323,0.072181,0.090709,0.041776,0.041290
2000,0.074920,0.078019,0.112498,0.113099,0.150649,0.119890,0.179200,0.118110,0.101366,0.124810,0.143490,0.154383,0.063588,0.071805
2500,0.117097,0.123168,0.159930,0.175576,0.201745,0.173622,0.349697,0.283966,0.155837,0.199326,0.189742,0.310431,0.172048,0.238305
3000,0.173440,0.179982,0.210365,0.242689,0.262538,0.252766,0.224289,0.248264,0.210936,0.246482,0.294904,0.334043,0.439247,0.211757
3500,0.229575,0.250229,0.268109,0.318940,0.393108,0.401588,0.545779,0.232996,0.291476,0.315399,0.331779,0.393772,0.551933,0.305565
4000,0.299670,0.340746,0.352877,0.423574,0.476790,0.609111,0.522151,0.719474,0.366967,0.392917,0.426963,0.550136,0.510715,0.558521
4500,0.380389,0.447534,0.431690,0.465880,0.544490,0.685015,0.755653,0.543350,0.465953,0.527957,0.557062,0.784697,0.676917,0.698861
500,0.004766,0.005452,0.003818,0.000797,0.002984,0.003091,0.014413,0.018189,0.007142,0.002792,0.005088,0.002372,0.007827,0.015871
5000,0.468483,0.567850,0.524269,0.580415,0.654933,0.875750,0.723893,0.926373,0.620965,0.608555,0.679551,0.767636,0.710049,0.716486
5500,0.575105,0.744780,0.621392,0.690521,0.920448,1.032008,1.153158,0.861453,0.679190,0.730080,0.795014,0.869995,1.049937,0.842816
6000,0.681165,0.918500,0.804364,0.920573,1.247395,1.359605,1.631898,4.921724,0.818516,0.994093,1.058599,1.457287,1.629158,1.879703
6500,0.799991,1.050490,0.927650,1.046628,1.055331,1.139029,2.284458,1.517415,0.945174,1.072233,1.243474,1.729527,1.649075,1.993213
7000,0.924717,1.302505,1.070481,1.170587,1.577314,1.586877,1.877837,1.971093,1.092053,1.205831,1.375123,1.944105,1.840086,1.961957
7500,1.066189,1.505705,1.248080,1.346678,1.507516,1.695905,2.028209,2.263736,1.288391,1.479355,1.548150,1.773663,2.374517,2.073111
8000,1.218056,1.766235,1.376697,1.388366,1.637683,2.727944,2.979955,5.523701,1.467017,1.538611,1.767658,1.920466,2.582474,2.612852
8500,1.366018,1.941009,1.559882,1.683234,2.146606,2.684749,3.207336,6.441920,1.650866,1.701175,1.972325,2.702434,3.051195,3.416398
9000,1.532159,2.312190,1.726700,1.833033,2.266051,3.988378,2.910579,5.625664,1.880119,1.940646,2.208385,2.397411,3.187051,3.480863
9500,1.713479,2.703954,1.927154,2.032855,2.175877,2.427668,3.580855,3.725240,2.042322,2.137762,2.325653,2.909602,3.268445,3.340221
1000,0.018851,0.020313,0.035580,0.024126,0.009808,0.016892,0.018508,0.019655,0.041392,0.024041,0.020959,0.017630,0.017552,0.022980
10000,1.993523,2.951673,2.080081,2.215515,2.564872,3.737759,4.225163,3.729369,2.254397,2.370059,2.485173,3.083458,3.644181,3.885090
1500,0.042097,0.042490,0.074034,0.087639,0.059451,0.099703,0.101316,0.039652,0.070814,0.083630,0.090851,0.070955,0.040454,0.034528
2000,0.074996,0.078821,0.110653,0.137488,0.138540,0.157650,0.075022,0.055713,0.109300,0.108983,0.142791,0.149475,0.116872,0.057741
2500,0.116988,0.122994,0.163324,0.185273,0.236767,0.299575,0.133367,0.341561,0.154936,0.174388,0.177857,0.293880,0.233873,0.309864
3000,0.168653,0.179927,0.210338,0.246075,0.250854,0.427229,0.363538,0.374506,0.210476,0.239985,0.281585,0.339764,0.221371,0.234180
3500,0.229589,0.251109,0.270621,0.300572,0.332804,0.405294,0.477041,0.434793,0.295777,0.316045,0.385985,0.381217,0.408013,0.444677
4000,0.299683,0.345530,0.346157,0.394812,0.457803,0.539717,0.569262,0.483869,0.369011,0.373104,0.468592,0.652327,0.646032,0.494799
4500,0.386098,0.450061,0.490174,0.552513,0.618759,0.745947,0.623532,0.835457,0.456161,0.490108,0.536044,0.587564,0.683743,0.676942
500,0.004873,0.005043,0.008515,0.006263,0.001361,0.008025,0.007242,0.017397,0.002971,0.001371,0.001654,0.004403,0.004147,0.017815
5000,0.482024,0.595805,0.517900,0.574341,0.674289,0.832705,0.755115,0.705947,0.622978,0.588493,0.639547,0.693679,0.959713,0.708576
5500,0.573889,0.725526,0.639345,0.679768,0.792834,0.943407,1.122773,1.021591,0.682161,0.730768,0.815406,0.889527,0.972396,1.195618
6000,0.681676,0.907380,0.843668,0.935120,1.252394,1.260688,1.859043,4.750212,0.849973,0.900268,0.946364,1.242789,1.630465,1.540695
6500,0.805885,1.077626,0.931101,1.043874,1.093141,1.450904,3.627093,4.547637,1.035263,1.059315,1.248327,1.570337,1.707046,1.745105
7000,0.924419,1.264782,1.099489,1.181263,1.351342,3.084760,2.105132,2.874887,1.134767,1.207256,1.368163,1.750462,1.874207,2.062957
7500,1.068690,1.551478,1.262816,1.349730,1.768347,3.356215,3.176645,2.396411,1.306554,1.369963,1.438836,1.629091,1.885489,2.326114
8000,1.237649,1.715477,1.362469,1.535244,2.000603,2.243839,2.326774,2.177927,1.473850,1.549097,1.662734,1.922347,2.439824,2.479410
8500,1.365557,1.938718,1.530869,1.678147,2.180754,2.832649,2.727356,3.483128,1.680221,1.712876,1.958668,2.718430,2.655328,3.522809
9000,1.530013,2.287047,1.640186,1.698120,1.949635,2.397342,3.719462,3.369502,1.833432,1.929378,2.014779,2.712185,3.100666,2.890901
9500,1.813017,2.563972,1.883511,1.987444,2.535863,4.344217,3.761059,6.932725,2.033922,2.147137,2.450124,2.870086,3.146997,3.495925
1000,0.018700,0.020137,0.038304,0.042113,0.017904,0.016902,0.036936,0.016638,0.037053,0.035355,0.007706,0.012804,0.013729,0.017054
10000,1.900302,2.873392,2.114279,2.170726,2.523945,4.624044,3.188224,7.703726,2.266207,2.426560,2.753807,3.152701,3.379157,3.769786
1500,0.042289,0.042258,0.072126,0.079211,0.097741,0.058971,0.048184,0.041688,0.075230,0.064651,0.086475,0.089480,0.048973,0.051621
2000,0.074915,0.078109,0.132590,0.142413,0.147033,0.157245,0.203982,0.066346,0.107822,0.105655,0.116275,0.119366,0.149856,0.130337
2500,0.116950,0.123193,0.149386,0.194464,0.200428,0.229137,0.175912,0.192230,0.154788,0.163844,0.224982,0.257078,0.227038,0.121518
3000,0.168675,0.185300,0.208420,0.237070,0.298023,0.378456,0.381653,0.327585,0.210401,0.267516,0.269132,0.285908,0.405553,0.349793
3500,0.229395,0.253898,0.269001,0.299004,0.393701,0.409097,0.567336,0.255162,0.295904,0.316643,0.384544,0.496034,0.303925,0.365282
4000,0.299483,0.339916,0.347767,0.395914,0.458536,0.656346,0.602622,0.561361,0.371511,0.409017,0.439358,0.712679,0.568721,0.425852
4500,0.379932,0.442444,0.427785,0.533804,0.597048,0.736326,0.676812,0.689340,0.454952,0.466910,0.562314,0.617525,0.566826,0.745738
500,0.004795,0.004902,0.008601,0.006378,0.003387,0.003666,0.009773,0.017671,0.011472,0.009439,0.003537,0.004322,0.007079,0.015107
5000,0.468765,0.601577,0.527193,0.642846,0.671047,0.758667,0.864426,0.821081,0.570640,0.595599,0.669618,0.960949,0.831179,0.774455
5500,0.573750,0.727914,0.690358,0.734786,0.796576,1.014314,1.014886,1.016653,0.677589,0.710721,0.794907,0.979045,1.149272,0.925036
6000,0.682451,0.885992,0.803524,0.922195,1.026712,2.781859,1.519710,5.362854,0.854347,0.901395,0.940208,1.490348,1.559755,1.777592
6500,0.798586,1.077461,0.939179,1.050958,1.127292,2.866239,2.029430,5.067384,0.995824,1.118408,1.232092,1.608861,1.564362,1.669720
7000,0.954504,1.260437,1.104193,1.172800,1.567184,1.955468,2.565481,2.632264,1.134857,1.219411,1.403608,1.661555,1.792640,1.861700
7500,1.103345,1.488239,1.210171,1.332841,1.764266,2.399939,2.808076,6.808288,1.318533,1.373149,1.360375,1.807906,2.207939,2.280285
8000,1.219611,1.727590,1.369685,1.551417,2.019448,2.525269,2.738434,7.555755,1.471182,1.537430,1.596797,1.921165,2.550808,2.466130
8500,1.378758,1.970541,1.459353,1.644053,1.651841,2.330835,2.362553,5.290207,1.648460,1.739630,1.947361,2.634982,2.459261,3.113717
9000,1.530611,2.282175,1.750045,1.768330,2.251933,3.767138,2.511762,6.961186,1.851487,1.941074,2.192774,2.475755,2.776227,3.472117
9500,1.718486,2.585589,1.892230,1.952684,2.318433,2.870402,3.267660,3.882012,2.053866,2.143641,2.218912,2.904794,3.133371,3.082951
1000,0.020690,0.020156,0.031924,0.036500,0.016211,0.020618,0.015450,0.024989,0.033725,0.025683,0.024153,0.012731,0.019478,0.015451
10000,1.902142,2.953442,2.083347,2.220513,2.685544,3.602994,4.036018,6.271848,2.258023,2.349896,2.660622,3.077513,3.316241,3.550481
1500,0.042097,0.042292,0.075269,0.095347,0.094612,0.101496,0.056417,0.036074,0.073037,0.092384,0.096518,0.088481,0.039115,0.048418
2000,0.074865,0.078045,0.109134,0.132705,0.166877,0.094863,0.141191,0.144259,0.111407,0.143209,0.147620,0.109875,0.052377,0.118155
2500,0.116983,0.123122,0.145987,0.192379,0.221121,0.267351,0.162100,0.248953,0.152522,0.171871,0.218188,0.208670,0.136165,0.150346
3000,0.168410,0.190846,0.209154,0.244550,0.331852,0.422440,0.410791,0.284857,0.216147,0.241079,0.266435,0.352410,0.403598,0.277914
3500,0.229962,0.249969,0.325691,0.310827,0.338152,0.370347,0.555977,0.343311,0.289774,0.314796,0.393682,0.520612,0.428016,0.261042
4000,0.300564,0.340943,0.349731,0.411585,0.434723,0.497728,0.654631,0.602433,0.380668,0.410655,0.471101,0.594547,0.637791,0.503763
4500,0.379204,0.445539,0.496952,0.468430,0.579764,0.611809,0.608837,0.833406,0.474373,0.489392,0.587439,0.603760,0.595354,0.724587
500,0.004925,0.004858,0.011997,0.005772,0.002992,0.002285,0.006988,0.014543,0.008275,0.002693,0.002527,0.002639,0.006109,0.015198
5000,0.470697,0.584557,0.514684,0.563377,0.652554,0.952534,0.907649,0.837580,0.566656,0.608655,0.756863,0.732168,0.928033,0.682151
5500,0.575103,0.722056,0.631802,0.684664,0.777219,0.887043,0.906301,1.014905,0.698206,0.711170,0.837508,1.174059,0.970026,1.033404
6000,0.681248,0.880971,0.783582,0.920963,1.032102,1.177768,1.685373,5.132702,0.903444,0.921473,1.044650,1.442997,1.829545,1.626867
6500,0.798508,1.063767,0.944406,1.054179,1.388186,2.863315,2.189706,5.720198,0.991489,1.058954,1.099323,1.627383,1.490758,1.720550
7000,0.924467,1.282863,1.075533,1.154980,1.586357,1.394813,1.577011,5.823222,1.200231,1.212331,1.404133,1.572681,2.121986,1.865447
7500,1.064995,1.474948,1.209062,1.250318,1.295361,3.356526,2.202925,5.697150,1.306654,1.395730,1.552622,1.692312,2.249744,2.390030
8000,1.219683,1.743030,1.373776,1.528799,2.140391,3.879830,2.550147,3.322790,1.458718,1.537899,1.751450,1.961924,2.341291,2.576365
8500,1.366756,2.006036,1.588963,1.707714,2.160310,3.011330,3.054005,3.643727,1.622635,1.725267,1.829802,2.258581,3.043036,3.155672
9000,1.538140,2.317144,1.701933,1.822153,2.115053,3.051037,2.907496,4.065205,1.841662,1.933278,2.174660,2.391466,2.944849,3.007040
9500,1.711542,2.645061,1.899089,2.045447,2.450825,4.343746,2.976182,3.225617,2.120943,2.142173,2.424247,2.709668,3.347515,3.342441
1000,0.018774,0.019891,0.042228,0.030739,0.032567,0.024616,0.017187,0.023292,0.038867,0.026827,0.026632,0.015776,0.023926,0.016324
10000,1.903479,2.924031,2.115633,2.243485,2.554742,3.141959,3.690238,7.384073,2.347521,2.350327,2.629626,3.618151,3.709059,3.715934
1500,0.042117,0.042278,0.072292,0.095405,0.102453,0.069440,0.057617,0.042414,0.072744,0.080904,0.077970,0.101446,0.037703,0.035440
2000,0.074929,0.078104,0.109927,0.127645,0.156796,0.155035,0.054345,0.120916,0.112310,0.144023,0.164131,0.151599,0.106243,0.065843
2500,0.117303,0.130459,0.156796,0.187426,0.248504,0.304843,0.130386,0.148518,0.157207,0.190229,0.232619,0.275080,0.171868,0.178684
3000,0.169119,0.179722,0.206365,0.241397,0.279234,0.278689,0.340444,0.342688,0.208618,0.233710,0.245239,0.295980,0.257901,0.282687
3500,0.229383,0.251553,0.271093,0.307433,0.375793,0.416949,0.545988,0.433462,0.349249,0.325908,0.335193,0.374977,0.473418,0.474673
4000,0.299798,0.345235,0.346310,0.390314,0.482208,0.571429,0.433576,0.479735,0.378197,0.368700,0.454277,0.619763,0.568064,0.647763
4500,0.379315,0.444032,0.440176,0.525185,0.552197,0.733434,0.783835,0.846237,0.452508,0.540494,0.596980,0.611170,0.765440,0.727584
500,0.004910,0.004909,0.010016,0.003201,0.002830,0.005372,0.012944,0.017797,0.011878,0.004549,0.003577,0.002446,0.005066,0.019317
5000,0.467727,0.579031,0.525250,0.613385,0.708169,0.899583,0.909720,0.887501,0.550676,0.659256,0.716219,0.888516,0.761559,0.890055
5500,0.573600,0.710387,0.626483,0.684842,0.884250,0.885636,0.818110,0.987628,0.687082,0.730987,0.808684,1.099385,1.073902,0.843330
6000,0.682859,0.900366,0.803918,0.888890,1.266197,2.861406,1.831922,1.276693,0.860017,0.911453,1.055769,1.307477,1.548692,1.491176
6500,0.800311,1.066997,0.960397,1.047270,1.395700,1.734959,2.434375,3.675600,0.991771,1.070603,1.195743,1.542427,1.924827,1.651275
7000,0.926898,1.330579,1.062718,1.074163,1.196894,1.368026,2.449415,5.597815,1.187598,1.143378,1.395635,1.689151,1.905574,1.874482
7500,1.066015,1.494711,1.210605,1.342982,1.523701,1.555879,2.187591,2.080426,1.285735,1.363404,1.482591,1.781590,2.295688,2.209998
8000,1.218644,1.712418,1.368549,1.423237,2.014210,3.955280,5.057859,5.445267,1.460174,1.559865,1.603437,1.980657,2.377087,2.611751
8500,1.374673,1.967945,1.542623,1.681677,2.150032,2.850294,3.616522,3.424298,1.636762,1.739462,1.825492,2.317189,2.682677,3.428093
9000,1.534601,2.332241,1.734138,1.834004,2.058691,2.889475,4.816964,7.162057,1.876463,1.939307,2.180988,2.794361,2.949855,2.984397
9500,1.708463,2.568713,1.884026,1.955993,2.245723,3.227245,3.333962,6.247851,2.030126,2.154481,2.432672,2.608938,3.426102,3.681052
1000,0.018729,0.019961,0.038649,0.035262,0.021311,0.024408,0.020085,0.020639,0.037281,0.026992,0.007426,0.009241,0.013203,0.021422
10000,1.903826,2.892968,2.007113,2.132142,2.199475,4.527827,4.437340,7.158192,2.255078,2.442479,2.619725,2.871955,3.362585,3.980589
1500,0.042222,0.042381,0.058751,0.077174,0.097083,0.092175,0.039562,0.036340,0.075940,0.096249,0.095373,0.083653,0.038192,0.037811
2000,0.074790,0.078024,0.111113,0.130653,0.164233,0.154241,0.084620,0.063760,0.109429,0.127528,0.145698,0.165543,0.158449,0.079023
2500,0.117406,0.123041,0.156740,0.175463,0.180552,0.297085,0.224392,0.194415,0.151445,0.174889,0.185563,0.213263,0.229818,0.182495
3000,0.168719,0.180160,0.204151,0.248750,0.287735,0.315603,0.429740,0.147139,0.217843,0.245872,0.264073,0.390378,0.403773,0.271357
3500,0.229931,0.252631,0.270891,0.329754,0.378953,0.479891,0.469472,0.278996,0.280820,0.294356,0.332796,0.450080,0.546678,0.218968
4000,0.299473,0.344041,0.346464,0.372089,0.425330,0.595448,0.649681,0.594534,0.365009,0.455121,0.437275,0.612209,0.453644,0.497918
4500,0.379178,0.450870,0.426599,0.466806,0.589756,0.651140,0.718308,0.714594,0.467571,0.568593,0.581919,0.588760,0.764772,0.484776
500,0.004887,0.004857,0.004167,0.007123,0.002205,0.003713,0.012009,0.017329,0.009824,0.003540,0.005368,0.005097,0.008379,0.017328
5000,0.469064,0.572165,0.523082,0.564973,0.699243,0.889712,0.827349,0.750907,0.569957,0.588081,0.673757,0.767999,0.877230,0.880492
5500,0.573695,0.723448,0.643866,0.684781,0.842154,1.089809,0.994087,0.972308,0.684058,0.730696,0.837618,0.936776,1.025284,1.015078
6000,0.681807,0.894886,0.798194,0.929542,1.276668,1.554206,1.807823,2.905984,0.835499,0.914878,1.024356,1.557184,1.311424,1.692868
6500,0.803112,1.045134,0.929471,0.971018,1.429331,1.509820,1.612772,5.824073,0.989115,1.116768,1.064932,1.621817,1.690976,1.909415
7000,0.923698,1.259619,1.073674,1.101979,1.589597,3.112505,2.106100,5.883069,1.128237,1.244653,1.214150,1.692445,1.829794,1.872679
7500,1.099182,1.532356,1.215571,1.336032,1.797198,3.335013,1.843713,5.799529,1.292087,1.363428,1.481128,1.798372,2.032303,2.063301
8000,1.221130,1.763777,1.371240,1.540949,1.682946,2.280084,2.283301,5.450827,1.430360,1.545672,1.765477,1.990289,2.464108,2.267752
8500,1.408391,1.939387,1.463009,1.671007,1.667769,2.028890,3.041123,6.886825,1.606536,1.716177,1.965613,2.148984,2.464027,2.716359
9000,1.532853,2.340657,1.707659,1.775122,2.016118,2.966769,3.777480,6.884406,1.921241,1.933920,2.090772,2.394071,3.146906,3.046341
9500,1.710660,2.590261,1.886532,1.952933,2.293337,4.146944,3.896898,3.606497,2.070896,2.142722,2.385916,3.049319,3.276193,3.246809
1000,0.018821,0.020067,0.034721,0.030683,0.046676,0.025633,0.016948,0.015241,0.033548,0.035275,0.019054,0.012630,0.016601,0.011211
10000,1.902885,2.886519,2.079282,2.146964,2.537840,4.466652,4.144548,3.681629,2.264102,2.364022,2.672520,3.264008,3.482971,3.574694
1500,0.042093,0.042396,0.074573,0.086036,0.085017,0.086999,0.050964,0.024527,0.075929,0.079269,0.068671,0.095902,0.042293,0.035466
2000,0.076789,0.078816,0.111124,0.143747,0.173379,0.192473,0.150938,0.061768,0.108992,0.144202,0.147669,0.171352,0.044815,0.176475
2500,0.117083,0.122941,0.159198,0.192124,0.263898,0.319151,0.180803,0.092684,0.157733,0.184974,0.254995,0.257362,0.266008,0.226073
3000,0.168395,0.179735,0.209133,0.231753,0.273595,0.404807,0.446624,0.247736,0.214597,0.241729,0.254284,0.401713,0.398627,0.200677
3500,0.230423,0.251065,0.272819,0.328524,0.404109,0.362352,0.510083,0.406595,0.282157,0.318195,0.362017,0.394617,0.417211,0.439442
4000,0.299898,0.341268,0.346556,0.392132,0.488532,0.642944,0.675470,0.411977,0.370799,0.452077,0.425756,0.475219,0.635825,0.437723
4500,0.379656,0.442428,0.431471,0.466733,0.555398,0.757145,0.563117,0.520649,0.454745,0.557311,0.565450,0.640393,0.753966,0.498569
500,0.004932,0.004853,0.012082,0.001805,0.003214,0.005450,0.005768,0.020557,0.008994,0.009382,0.003492,0.004527,0.009432,0.015620
5000,0.473382,0.569313,0.525165,0.564288,0.661898,0.712219,0.783294,1.007247,0.565743,0.587863,0.722960,0.933064,0.924930,0.603214
5500,0.574263,0.725969,0.629360,0.785327,0.842560,1.003838,1.048869,0.909555,0.732562,0.728792,0.893659,1.090952,1.110539,1.028225
6000,0.682289,0.883430,0.829940,0.927078,1.267944,2.447252,2.081584,4.540049,0.850581,0.901057,1.056766,1.307155,1.493694,1.447766
6500,0.804022,1.041491,0.939579,1.052407,1.390865,1.757820,2.540471,1.877295,0.994375,1.061581,1.177029,1.583703,1.578901,2.121441
7000,0.937594,1.302495,1.069587,1.171863,1.363081,1.978183,2.873382,2.912167,1.130781,1.200143,1.340316,1.656325,1.900094,2.023633
7500,1.066916,1.501679,1.198327,1.337769,1.787545,2.209856,1.926921,2.837315,1.297578,1.363065,1.466570,1.854606,2.045078,2.720514
8000,1.219546,1.726865,1.369830,1.548697,1.982639,1.998294,2.289696,3.019824,1.466008,1.599345,1.610768,2.394327,3.017569,2.767391
8500,1.366282,2.001672,1.522903,1.589924,1.807853,3.796062,2.881781,6.992397,1.622095,1.730508,1.971242,2.621386,2.634491,2.630272
9000,1.530200,2.395120,1.743855,1.836173,2.240609,2.438704,3.143700,3.510370,1.835233,1.922709,2.149550,2.776968,2.915695,2.999708
9500,1.778702,2.564248,1.882647,2.047601,2.203783,3.122718,3.830708,4.354513,1.994198,2.136416,2.229918,2.489097,3.280393,3.478096
1000,0.018735,0.020127,0.038703,0.033580,0.021526,0.015347,0.024378,0.024710,0.038098,0.026138,0.004511,0.013516,0.015873,0.020018
10000,1.902189,2.846103,2.041590,2.202937,2.691727,4.310058,3.863533,7.079178,2.257131,2.295545,2.653322,3.092101,3.686637,3.916216
1500,0.042097,0.042452,0.075367,0.087065,0.101386,0.101199,0.051852,0.041072,0.074300,0.075361,0.066812,0.088973,0.033809,0.037027
2000,0.074890,0.078069,0.110281,0.111599,0.128980,0.156837,0.156772,0.058805,0.107478,0.126460,0.129547,0.129750,0.069285,0.074496
2500,0.116909,0.123090,0.149948,0.201931,0.247347,0.312261,0.150456,0.237793,0.150086,0.195989,0.230830,0.179069,0.230535,0.133306
3000,0.168580,0.179407,0.207288,0.236658,0.301759,0.360293,0.420061,0.247668,0.210613,0.256964,0.293973,0.294882,0.234658,0.235635
3500,0.229366,0.251177,0.278905,0.325047,0.405033,0.460502,0.366303,0.360765,0.284912,0.316246,0.369198,0.481021,0.500019,0.390718
4000,0.300084,0.352017,0.345261,0.368815,0.483656,0.552952,0.465433,0.622710,0.359229,0.392285,0.430706,0.498030,0.677640,0.478608
4500,0.379644,0.455017,0.431357,0.508318,0.575745,0.724866,0.660931,0.529880,0.464191,0.477252,0.601385,0.749363,0.621855,0.705845
500,0.004781,0.004929,0.000384,0.002394,0.006058,0.004032,0.005562,0.018097,0.011170,0.004651,0.006836,0.003705,0.013398,0.017619
5000,0.468853,0.590511,0.529505,0.581730,0.651758,0.897473,0.844887,0.996833,0.569067,0.669683,0.709293,0.878487,0.792760,0.878801
5500,0.574344,0.722781,0.627919,0.663678,0.801207,0.806691,0.892457,0.776102,0.685862,0.731220,0.795874,1.127828,1.126422,1.016150
6000,0.683035,0.888373,0.809533,0.914086,1.253034,1.562147,1.483534,3.298328,0.831916,0.910250,0.924113,1.309650,1.600126,2.050184
6500,0.797377,1.064271,0.926611,1.043324,1.193106,2.917022,2.029101,5.537621,0.982681,1.044817,1.188266,1.599553,1.695995,1.838615
7000,0.924405,1.258809,1.112243,1.176159,1.593130,3.052320,2.485870,2.129200,1.184932,1.205929,1.290586,1.716095,1.970686,1.942042
7500,1.069654,1.500189,1.260726,1.348292,1.770034,2.143823,2.851928,2.912572,1.277093,1.369045,1.403666,1.869087,2.277447,2.330096
8000,1.270056,1.707778,1.368643,1.544582,1.994552,3.578741,2.826760,7.702461,1.451260,1.555832,1.613382,1.977412,2.325193,2.498683
8500,1.370087,1.973388,1.475279,1.685226,1.766724,1.990393,2.949400,5.550954,1.641146,1.736000,1.808360,2.488955,2.395472,2.878394
9000,1.530953,2.329856,1.699495,1.775139,2.260795,2.235245,3.046642,6.167262,1.821181,1.941149,2.221822,3.016908,2.787142,2.820436
9500,1.709220,2.651602,1.893444,2.034988,2.445359,3.066599,3.947049,3.724564,2.057561,2.149661,2.440708,3.236832,3.088928,3.601603
1000,0.018709,0.020253,0.039393,0.035639,0.024524,0.016203,0.045339,0.020815,0.045574,0.027019,0.012653,0.006553,0.024634,0.009566
10000,1.909423,2.895383,2.097639,2.131985,2.707396,3.346612,3.100969,3.768416,2.376681,2.300302,2.674819,3.078517,3.589114,3.545252
1500,0.042105,0.042324,0.075235,0.085313,0.090045,0.091687,0.075540,0.057015,0.076090,0.075571,0.090193,0.062359,0.043276,0.033862
2000,0.075361,0.078086,0.110578,0.139612,0.150155,0.135819,0.111289,0.137048,0.109296,0.139042,0.143324,0.139046,0.055909,0.092389
2500,0.117084,0.122802,0.159918,0.174989,0.181704,0.247863,0.156276,0.107252,0.158099,0.193358,0.188955,0.304818,0.274357,0.092471
3000,0.168357,0.180021,0.209011,0.244752,0.255580,0.423887,0.210795,0.225593,0.209808,0.260446,0.303356,0.419737,0.399568,0.322703
3500,0.229625,0.251222,0.337660,0.299436,0.344835,0.356625,0.350348,0.342226,0.291113,0.317094,0.381964,0.540316,0.424557,0.469137
4000,0.300071,0.347375,0.347154,0.386308,0.437174,0.631940,0.469513,0.383921,0.376798,0.389501,0.439652,0.600845,0.510334,0.610046
4500,0.381249,0.449059,0.426444,0.470201,0.557367,0.765523,0.630900,0.642520,0.462531,0.485231,0.545392,0.569415,0.745921,0.703052
500,0.004746,0.004806,0.008115,0.002655,0.002124,0.006246,0.006760,0.014150,0.001483,0.000782,0.006645,0.006135,0.010241,0.014290
5000,0.467839,0.577955,0.525157,0.564851,0.659446,0.799487,0.973209,0.684968,0.581991,0.650972,0.647956,0.777959,0.889754,0.858261
5500,0.576821,0.714498,0.631383,0.679394,0.832357,0.910137,1.104495,1.015366,0.674780,0.733331,0.793461,1.263813,1.017144,1.013628
6000,0.682186,0.896952,0.807626,0.837438,1.263271,1.012807,1.567935,1.966340,0.842056,0.921139,1.070265,1.440618,1.550820,1.852982
6500,0.799256,1.054096,0.931868,0.973360,1.029903,2.823351,1.604633,1.656870,0.980597,1.052715,1.171374,1.495654,1.959153,1.985457
7000,0.926269,1.276489,1.068596,1.103945,1.264191,1.488480,2.935248,2.037865,1.134417,1.202332,1.437229,1.582229,1.762868,1.943121
7500,1.067333,1.504020,1.219837,1.244817,1.409744,1.668291,2.727037,2.286106,1.304881,1.368563,1.408564,1.816196,2.177893,2.648481
8000,1.226565,1.709808,1.362162,1.541095,2.073460,3.710557,1.954074,4.764624,1.473393,1.532713,1.719645,1.928166,2.484702,2.658016
