n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
8500,1.365976,2.005220,1.527543,1.695479,1.921488,2.485403,2.888352,6.656238,1.640445,1.761154,1.942688,2.257941,2.632238,3.097629
9000,1.531645,2.279071,1.643619,1.770187,2.068358,2.984447,2.817952,5.269216,1.904049,1.921860,2.220219,2.771167,3.131119,2.683870
9500,1.706939,2.552170,1.901295,2.028388,2.244776,3.117975,3.420820,3.666415,2.049702,2.131939,2.430312,3.180471,3.034943,3.590845
1000,0.018727,0.019990,0.033283,0.021346,0.038718,0.015811,0.013658,0.019955,0.038121,0.025968,0.027001,0.009490,0.010494,0.023088
10000,1.901095,2.948307,2.074732,2.216313,2.674697,3.437206,4.354270,5.195356,2.277131,2.380337,2.475178,3.421358,3.518645,3.617631
1500,0.042185,0.042360,0.075768,0.082260,0.088853,0.063453,0.059486,0.043031,0.071904,0.068637,0.086650,0.092948,0.039710,0.037245
2000,0.074947,0.078059,0.111488,0.115124,0.161962,0.132351,0.118461,0.093716,0.099495,0.107268,0.115897,0.110184,0.154054,0.065627
2500,0.117069,0.122973,0.156251,0.186404,0.199759,0.166104,0.289238,0.302208,0.160682,0.182842,0.231718,0.166647,0.166269,0.131067
3000,0.168475,0.179954,0.206151,0.243686,0.300233,0.277774,0.362668,0.335806,0.209097,0.238163,0.272561,0.412188,0.318227,0.173656
3500,0.229968,0.249773,0.272971,0.310287,0.358790,0.489052,0.522861,0.329041,0.290740,0.305847,0.399028,0.377282,0.576039,0.552556
4000,0.299686,0.341843,0.348234,0.406265,0.489929,0.548298,0.702881,0.596529,0.367928,0.412103,0.499212,0.471380,0.606550,0.411302
4500,0.380393,0.445530,0.430352,0.465945,0.541579,0.737534,0.649231,0.551901,0.452451,0.484341,0.576632,0.633537,0.680630,0.562748
500,0.005522,0.004946,0.002322,0.003762,0.004257,0.007715,0.009243,0.017964,0.003166,0.003715,0.004618,0.005762,0.006536,0.019305
5000,0.467723,0.566774,0.530380,0.564821,0.678040,0.920721,0.818955,0.891500,0.566468,0.588639,0.655963,0.739208,0.818930,0.785368
5500,0.573498,0.724756,0.634920,0.664409,0.804637,0.946753,0.981934,1.065770,0.683752,0.714500,0.822823,1.066560,0.884972,0.889041
6000,0.682456,0.888934,0.806014,0.924206,1.290092,1.434616,1.235619,1.499112,0.845724,1.003556,1.045313,1.357806,1.418715,1.705258
6500,0.798001,1.071797,0.973730,1.057859,1.394674,1.648410,1.687383,3.295769,0.982795,1.040895,1.178685,1.658807,1.730755,1.703495
7000,0.924512,1.269182,1.067302,1.177719,1.575195,3.059209,1.988835,5.508228,1.188187,1.209878,1.267402,1.610306,1.741176,2.019988
7500,1.066392,1.520321,1.210072,1.345158,1.789714,2.323508,2.856816,5.808224,1.300477,1.373410,1.465004,1.669438,2.198146,2.045231
8000,1.219977,1.708481,1.390352,1.560511,1.752489,2.262672,2.537739,2.641679,1.419155,1.601571,1.736110,1.895530,2.759988,2.979327
8500,1.369717,1.956456,1.528376,1.591587,2.183177,3.846627,2.610971,3.416829,1.648667,1.792801,2.045747,2.326881,2.879543,3.043138
9000,1.530453,2.382322,1.704483,1.821604,2.114676,4.066410,3.825179,4.847121,1.829599,1.941893,2.139697,2.785117,2.868153,3.086539
9500,1.708115,2.610031,1.831414,2.035307,2.239066,4.321340,3.605866,6.667996,2.054831,2.148790,2.308616,3.034076,3.228851,3.155430
1000,0.018683,0.019776,0.038940,0.025526,0.026297,0.005913,0.019614,0.012503,0.036226,0.026664,0.010660,0.015425,0.020732,0.018573
10000,1.899863,2.948272,2.088849,2.238197,2.254513,3.794080,5.298490,5.049574,2.257393,2.366560,2.650854,2.903161,3.310952,3.708665
1500,0.042598,0.042535,0.070775,0.096708,0.089981,0.075476,0.050794,0.037692,0.073207,0.071895,0.066349,0.083643,0.040336,0.038880
2000,0.074916,0.078040,0.108393,0.130363,0.155531,0.173246,0.146714,0.098189,0.111036,0.123768,0.102882,0.095552,0.165637,0.151269
2500,0.117136,0.123192,0.157180,0.164580,0.231641,0.178032,0.254971,0.104110,0.157191,0.191557,0.193275,0.170965,0.282798,0.109310
3000,0.168240,0.179873,0.205825,0.235954,0.311357,0.306887,0.231184,0.331722,0.218842,0.243123,0.303347,0.389771,0.431226,0.259146
3500,0.230225,0.250491,0.274402,0.326001,0.361055,0.497542,0.353305,0.274198,0.270517,0.299475,0.352158,0.367296,0.483598,0.312284
4000,0.302288,0.339897,0.349629,0.392232,0.480956,0.551139,0.420867,0.534728,0.431870,0.390153,0.528331,0.503726,0.444000,0.474323
4500,0.379396,0.448124,0.427744,0.466066,0.596440,0.748250,0.812931,0.738569,0.454262,0.524821,0.581630,0.588087,0.658135,0.613267
500,0.005008,0.004914,0.006422,0.006476,0.003140,0.007646,0.007969,0.016057,0.005635,0.001594,0.004724,0.004620,0.006996,0.014907
5000,0.468016,0.575654,0.533272,0.565511,0.718341,0.998356,0.879911,0.712477,0.622386,0.588807,0.776350,0.723446,0.934803,0.777824
5500,0.574652,0.744405,0.630659,0.677835,0.746279,1.040589,1.029108,1.022458,0.675752,0.748943,0.808637,0.935235,1.179373,0.949591
6000,0.681558,0.910934,0.805665,0.921409,1.271762,1.179531,1.604007,6.204847,0.810542,0.993024,0.935497,1.227321,1.368695,1.820030
6500,0.798516,1.065731,0.883853,0.973586,1.088409,1.727906,2.079864,5.522512,0.989083,1.063780,1.052966,1.583086,1.773680,1.705152
7000,0.924311,1.255467,1.054162,1.166815,1.358471,1.819613,2.263740,5.930475,1.191832,1.214848,1.344417,1.658667,1.958756,2.278535
7500,1.066909,1.473781,1.212265,1.219413,1.531303,1.891056,2.741755,4.776423,1.288772,1.358062,1.599250,1.776189,2.096763,2.553526
8000,1.218368,1.712927,1.362818,1.542161,1.677032,2.311680,2.835223,3.260290,1.395624,1.539107,1.937669,1.961900,2.134072,2.494039
8500,1.407869,1.964439,1.536092,1.666889,2.140461,2.734104,3.382277,6.020534,1.642188,1.722783,1.941554,2.242553,2.629080,2.866299
9000,1.532544,2.298889,1.741403,1.765891,2.264017,3.232181,2.846791,6.134386,1.834023,1.931664,2.080729,2.640164,3.252731,3.534313
9500,1.709815,2.702739,1.856870,2.036861,2.286870,3.285329,3.677651,6.511199,2.051699,2.158760,2.443338,2.732753,3.201675,3.997517
1000,0.019119,0.019916,0.046506,0.036695,0.021862,0.017991,0.020881,0.021820,0.038421,0.034686,0.026696,0.029260,0.023726,0.016745
10000,1.935465,2.899028,2.074852,2.139097,2.399677,3.567832,3.844438,7.372710,2.257491,2.365448,2.611733,3.128775,3.458569,3.570533
1500,0.042355,0.042528,0.064465,0.088526,0.061405,0.094716,0.018957,0.043503,0.059015,0.083662,0.097473,0.095980,0.049019,0.031329
2000,0.074870,0.077999,0.109062,0.105524,0.154426,0.118016,0.177840,0.091072,0.135676,0.138646,0.155141,0.094897,0.154119,0.086361
2500,0.117176,0.123141,0.153724,0.180286,0.213727,0.178809,0.296324,0.240969,0.151476,0.186470,0.228055,0.214415,0.298110,0.073667
3000,0.168662,0.180311,0.207281,0.248449,0.264183,0.360323,0.230697,0.349745,0.214730,0.239533,0.294503,0.287580,0.246581,0.337525
3500,0.229713,0.251358,0.268532,0.306297,0.389128,0.446554,0.347299,0.339571,0.291433,0.316459,0.475005,0.500409,0.577512,0.407650
4000,0.300027,0.341790,0.403268,0.426438,0.476475,0.447416,0.656998,0.412926,0.365605,0.447256,0.419192,0.537972,0.501680,0.438512
4500,0.379121,0.449592,0.427831,0.464133,0.592763,0.598566,0.623829,0.800504,0.463956,0.473193,0.573975,0.715314,0.804428,0.826657
500,0.004887,0.004796,0.001604,0.003642,0.003700,0.003502,0.011591,0.018448,0.011403,0.001832,0.006480,0.005258,0.011090,0.018652
5000,0.476054,0.568044,0.517889,0.560244,0.699846,0.891081,0.791112,0.808486,0.572340,0.608974,0.698900,0.912549,0.939470,0.829694
5500,0.573053,0.722611,0.651861,0.665254,0.786683,1.017075,1.137375,1.060047,0.770605,0.784673,0.885628,1.059767,1.090743,0.809493
6000,0.680950,0.905833,0.831460,0.924949,1.072010,1.440979,1.668530,4.586593,0.842300,0.898784,1.034639,1.481801,1.538039,1.851641
6500,0.822032,1.039981,0.916617,1.047922,1.373252,2.862055,2.074878,5.231375,1.014144,1.063113,1.128797,1.651404,1.826061,1.892419
7000,0.924866,1.298907,1.028006,1.179289,1.615666,1.936430,2.043093,1.627271,1.138903,1.221844,1.196803,1.709812,1.901254,1.735233
7500,1.067800,1.521482,1.213341,1.344335,1.464550,3.320662,2.324429,2.132755,1.292360,1.368311,1.524317,1.837292,2.275272,2.450567
8000,1.218197,1.783011,1.378957,1.538601,2.003455,2.553362,2.076041,6.778622,1.459551,1.525193,1.585452,1.955460,2.599773,2.766590
8500,1.367523,2.007826,1.566869,1.677376,2.140391,2.086873,2.523569,5.430832,1.623672,1.737043,1.961996,2.827774,2.670244,3.048622
9000,1.530131,2.288495,1.704008,1.835287,2.283907,2.766882,3.502551,5.778506,1.863414,1.930082,2.167053,2.298246,3.116446,2.995847
9500,1.716900,2.638708,1.943936,2.034903,2.465650,2.808248,5.620431,3.081767,2.153003,2.144149,2.327345,2.886864,3.222667,3.293061
1000,0.018704,0.019838,0.038823,0.035513,0.015052,0.018046,0.015547,0.010555,0.038671,0.026196,0.014549,0.008295,0.015936,0.026972
10000,1.899550,2.943194,2.083057,2.148834,2.700254,3.703084,3.665025,5.388532,2.344000,2.321804,2.654015,3.245927,3.773985,3.463706
1500,0.042065,0.042182,0.064956,0.095755,0.098278,0.094703,0.039386,0.050437,0.071149,0.080396,0.079123,0.086408,0.029985,0.028705
2000,0.074905,0.078119,0.107809,0.144699,0.156895,0.152215,0.192392,0.064254,0.109242,0.113445,0.146290,0.100181,0.178870,0.058529
2500,0.117139,0.123212,0.155559,0.178020,0.249508,0.248525,0.145117,0.245816,0.151471,0.176309,0.214123,0.207901,0.259030,0.323745
3000,0.170059,0.180342,0.209886,0.241585,0.273585,0.370396,0.225391,0.293262,0.208409,0.237262,0.296028,0.414986,0.409283,0.317321
3500,0.229494,0.265422,0.333342,0.314427,0.331013,0.403269,0.523927,0.345989,0.284811,0.314992,0.406993,0.505685,0.418904,0.297292
4000,0.299993,0.340094,0.349021,0.388605,0.415753,0.566406,0.464344,0.453995,0.370762,0.424403,0.476144,0.612366,0.504625,0.399808
4500,0.379197,0.441936,0.442400,0.500430,0.650337,0.663132,0.723057,0.554880,0.459963,0.485981,0.613149,0.688313,0.586177,0.524604
500,0.005256,0.004890,0.006831,0.002837,0.001631,0.003293,0.004149,0.017720,0.003828,0.003817,0.004830,0.006034,0.008271,0.016032
5000,0.468903,0.579961,0.516308,0.560047,0.668633,0.914446,0.937401,0.745392,0.565142,0.599607,0.760598,0.956975,0.841759,0.704431
5500,0.577053,0.707009,0.627956,0.673721,0.829214,0.855585,1.071773,1.153612,0.679335,0.701323,0.777323,1.077644,0.900674,0.932501
6000,0.681375,0.902068,0.802621,0.859202,1.263379,1.844333,2.083903,1.630500,0.848147,0.914197,0.955473,1.387828,1.386709,1.841985
6500,0.798602,1.068332,0.980890,1.043718,1.109337,1.359848,1.637847,5.941847,0.991634,1.067707,1.178347,1.694107,1.443062,1.936844
7000,0.947795,1.297164,1.068095,1.173847,1.581366,1.901042,5.202411,4.629533,1.127137,1.269145,1.376980,1.702395,1.768666,1.884490
7500,1.065090,1.480636,1.210054,1.208678,1.554729,3.276786,1.705156,2.765760,1.284845,1.367083,1.590378,1.828712,2.188531,2.051393
8000,1.220873,1.730652,1.373788,1.426031,1.477202,1.811466,2.057888,5.483163,1.454994,1.552522,1.618059,2.664932,2.537478,2.636098
8500,1.366872,2.031902,1.601428,1.565245,1.680245,2.422521,3.635431,5.585235,1.632549,1.723049,1.943133,2.091694,2.686621,3.028238
9000,1.530691,2.310912,1.701944,1.818352,2.076034,3.030246,2.963919,4.143053,1.827751,1.948400,2.223062,2.405456,3.043257,3.148553
9500,1.706725,2.687625,1.929232,2.046373,2.451374,4.178227,3.680546,5.875784,2.047150,2.165607,2.388602,3.238131,3.006739,3.057293
1000,0.018697,0.019870,0.035058,0.026072,0.015085,0.008230,0.012101,0.021725,0.033565,0.035539,0.018036,0.017369,0.013988,0.016847
10000,1.900078,2.943256,2.079568,2.209949,2.694854,3.373178,3.671026,6.673539,2.262423,2.263996,2.598526,3.042916,3.361544,3.831820
1500,0.042052,0.042283,0.057433,0.070486,0.086317,0.094622,0.052044,0.022007,0.074368,0.075763,0.089707,0.081795,0.039718,0.037899
2000,0.074932,0.077971,0.099483,0.138730,0.158497,0.125108,0.101391,0.129678,0.112608,0.144390,0.142436,0.169907,0.121320,0.045974
2500,0.117094,0.123379,0.149256,0.188441,0.264161,0.220036,0.152458,0.249204,0.159470,0.190159,0.189230,0.160558,0.159785,0.236346
3000,0.168345,0.179911,0.206884,0.241068,0.264579,0.295662,0.399113,0.247749,0.212230,0.242638,0.319377,0.413332,0.262636,0.223734
3500,0.229534,0.251343,0.317005,0.318130,0.403460,0.466384,0.510032,0.286411,0.295515,0.314213,0.402701,0.382014,0.339834,0.423212
4000,0.299940,0.354106,0.342435,0.419857,0.433788,0.505367,0.677523,0.513462,0.373152,0.390357,0.508225,0.646553,0.589003,0.443703
4500,0.379240,0.454212,0.429683,0.524575,0.561746,0.759998,0.711509,0.624152,0.454383,0.488353,0.618448,0.695284,0.723883,0.654811
500,0.004932,0.004850,0.002864,0.005093,0.007391,0.003245,0.006492,0.018672,0.002510,0.001947,0.005032,0.004362,0.006963,0.016939
5000,0.467907,0.578256,0.524661,0.626097,0.725539,0.903002,0.716113,0.801309,0.554801,0.588768,0.719838,0.817417,0.894632,0.978058
5500,0.574718,0.715475,0.623478,0.663009,0.787894,0.993558,1.089501,0.864172,0.690351,0.724753,0.796225,1.026120,1.144065,0.987596
6000,0.703751,0.896970,0.800103,0.915140,1.012611,1.596390,1.537373,5.685495,0.864317,0.906971,1.046427,1.253153,1.622246,1.761129
6500,0.798438,1.065496,0.943630,0.933064,1.424169,2.895538,1.881086,3.306787,0.983410,1.057195,1.202944,1.592676,1.901767,1.705355
7000,0.924199,1.252878,1.067244,1.173648,1.605144,1.909001,2.065536,1.771028,1.091586,1.201466,1.337944,1.805233,1.770385,2.065317
7500,1.067240,1.488887,1.209394,1.245853,1.408260,1.722113,2.583184,2.312892,1.292250,1.372375,1.630037,1.810280,2.152806,1.995338
8000,1.218192,1.701749,1.359097,1.526362,2.170070,2.508079,3.332012,6.451872,1.456698,1.533450,1.665765,1.995015,2.418238,2.847482
8500,1.366854,1.969764,1.572325,1.670831,2.139543,2.338765,2.625800,3.407372,1.721888,1.715185,1.969654,2.163859,3.037601,2.741546
9000,1.533412,2.261240,1.707506,1.754603,2.262528,3.819826,3.751324,3.137416,1.859621,1.942572,2.211384,2.958749,2.936512,2.925808
9500,1.705614,2.628437,1.837353,2.029982,2.520691,2.992636,3.425150,3.822426,2.050005,2.176250,2.314593,3.475297,3.495134,3.426442
1000,0.019088,0.019756,0.039991,0.040958,0.019434,0.011130,0.010539,0.025237,0.038424,0.026255,0.009563,0.022845,0.016114,0.021009
10000,1.902386,2.850917,2.075624,2.199603,2.558652,2.866317,3.361698,4.074122,2.300865,2.338491,2.673220,2.963220,3.400794,3.981547
1500,0.042138,0.042485,0.070149,0.096365,0.084240,0.102513,0.044238,0.051226,0.069914,0.094816,0.091579,0.095636,0.039694,0.035495
2000,0.074900,0.078050,0.105870,0.140435,0.125134,0.102686,0.181421,0.079215,0.107695,0.120379,0.143876,0.177162,0.151326,0.055496
2500,0.117010,0.124556,0.151078,0.162519,0.230309,0.314646,0.285537,0.167717,0.149129,0.190128,0.227851,0.347462,0.260961,0.097632
3000,0.168695,0.180528,0.196897,0.231410,0.288890,0.323481,0.449887,0.218273,0.248273,0.244290,0.275101,0.232321,0.200665,0.258579
3500,0.229549,0.249311,0.325412,0.306554,0.398403,0.460393,0.529627,0.282494,0.293294,0.314605,0.350688,0.360913,0.301006,0.383310
4000,0.299671,0.342912,0.342566,0.390394,0.509255,0.563054,0.484387,0.504374,0.370327,0.390143,0.462137,0.610742,0.488646,0.447105
4500,0.379145,0.448675,0.430862,0.465868,0.485343,0.616123,0.590458,0.657077,0.467133,0.485501,0.622202,0.689854,0.810255,0.647412
500,0.005214,0.005098,0.004269,0.006495,0.006129,0.006196,0.006043,0.016153,0.009269,0.000727,0.004011,0.006268,0.010830,0.016800
5000,0.467837,0.580291,0.516728,0.564487,0.646166,0.919604,0.722957,0.833248,0.548286,0.668297,0.691272,0.723992,0.838894,0.956658
5500,0.573521,0.705664,0.628188,0.681547,0.829316,0.986861,1.139622,1.005369,0.674746,0.765611,0.781829,1.053220,0.871870,0.938658
6000,0.682261,0.909118,0.809633,0.936497,1.296232,1.196900,1.998346,5.351846,0.848003,0.919924,1.038128,1.590433,1.508809,1.701966
6500,0.816951,1.041172,0.942662,0.977153,1.155530,2.902085,1.845705,5.787386,0.981818,1.070011,1.232011,1.525767,2.038483,1.819397
7000,0.925601,1.261702,1.071158,1.176050,1.356773,1.626922,2.281974,6.348381,1.125524,1.204490,1.387340,1.799306,1.986667,1.904171
7500,1.066997,1.480651,1.241076,1.338813,1.793608,1.530838,4.096229,2.317633,1.288133,1.295251,1.460104,1.843001,2.105742,2.134421
8000,1.219998,1.767871,1.405808,1.412028,1.992323,2.303167,2.930445,5.000036,1.473302,1.594294,1.743452,2.210685,2.452391,2.582121
8500,1.366855,1.933518,1.494285,1.675023,1.642317,3.875378,3.110854,6.530203,1.631361,1.729908,1.958709,2.824203,2.915588,2.800017
9000,1.528819,2.267061,1.765833,1.770758,1.879259,2.294700,3.235683,2.940573,1.855132,1.906989,2.213443,2.647146,3.173309,3.087391
9500,1.710076,2.564972,1.887777,1.960234,2.038019,4.313386,3.134528,3.888816,2.049761,2.204606,2.447890,3.010318,3.161825,3.348989
1000,0.018714,0.019909,0.036081,0.037111,0.009935,0.021601,0.020631,0.022139,0.051772,0.030143,0.009477,0.014453,0.007599,0.014248
10000,2.010020,2.951876,2.127680,2.156361,2.546784,4.443265,3.801231,4.505837,2.261745,2.344902,2.677609,2.733856,3.345772,3.867546
1500,0.042178,0.042360,0.075538,0.097424,0.113910,0.064569,0.054261,0.033922,0.074620,0.095703,0.081419,0.091423,0.048200,0.042568
2000,0.074980,0.077733,0.109391,0.137582,0.152858,0.105456,0.082232,0.151185,0.096444,0.132868,0.145764,0.121610,0.136785,0.066102
2500,0.117039,0.123440,0.161586,0.179894,0.256417,0.245595,0.191038,0.128399,0.192639,0.188197,0.217966,0.225222,0.178114,0.123178
3000,0.168499,0.185227,0.209003,0.244546,0.312743,0.430728,0.418568,0.317291,0.207789,0.245297,0.252616,0.302594,0.384404,0.362430
3500,0.229570,0.250044,0.277012,0.306803,0.358303,0.514504,0.434000,0.299106,0.286561,0.310275,0.387161,0.390559,0.431746,0.308404
4000,0.300356,0.342080,0.345088,0.371841,0.459496,0.694088,0.629193,0.601029,0.377682,0.388236,0.438492,0.667283,0.677100,0.426139
4500,0.394564,0.443317,0.434495,0.456658,0.545952,0.614917,0.660661,0.622057,0.454483,0.474049,0.576754,0.752831,0.585891,0.532337
500,0.005361,0.004935,0.005001,0.011954,0.008433,0.007321,0.008457,0.018335,0.005578,0.006019,0.003665,0.005228,0.010724,0.015834
5000,0.469147,0.581220,0.528362,0.565288,0.729486,0.804053,0.705352,0.928728,0.566086,0.608410,0.727012,0.843527,0.917430,0.665461
5500,0.573745,0.709320,0.638992,0.684355,0.817541,1.134124,0.894452,1.038614,0.675341,0.711498,0.786291,1.123031,1.012883,0.994528
6000,0.683260,0.892283,0.749572,0.989811,1.285239,2.776714,1.843918,1.690057,0.841557,0.913969,1.035100,1.255947,1.552283,1.635972
6500,0.799407,1.054749,0.944844,1.054805,1.397285,1.238311,2.199921,5.576112,1.002098,1.062906,1.222725,1.458725,1.698145,1.656332
7000,0.923866,1.297974,1.059360,1.103255,1.573991,1.566514,2.198755,6.390984,1.135292,1.210747,1.327126,1.706309,2.023111,2.082342
7500,1.108743,1.485087,1.227226,1.345961,1.338722,2.083344,2.518402,2.983540,1.298214,1.377779,1.502439,1.768104,1.995996,2.036121
8000,1.219895,1.764808,1.367447,1.422386,1.990178,2.471333,2.303878,5.511852,1.529742,1.538979,1.737694,1.968134,2.386912,2.598189
8500,1.368709,1.968019,1.536682,1.672338,2.144327,2.336983,3.427918,2.660764,1.635388,1.739119,1.941741,2.391078,2.724252,2.610360
9000,1.553930,2.333538,1.701833,1.830533,2.016025,3.980819,2.565871,7.022412,1.854576,1.922098,2.088912,2.635236,2.978899,2.857613
9500,1.709730,2.555605,1.893270,2.059962,2.338129,3.405544,4.149749,7.465753,2.067781,2.175882,2.463809,2.676593,3.123073,3.190769
1000,0.018954,0.019972,0.035124,0.025961,0.010227,0.010596,0.016787,0.010047,0.036572,0.026429,0.027187,0.013702,0.015256,0.031998
10000,1.983949,2.882399,2.077959,2.209020,2.702704,4.236663,3.159858,6.923861,2.238095,2.359019,2.649884,3.014675,3.913814,3.864542
1500,0.042103,0.042414,0.070480,0.065561,0.089535,0.098399,0.067514,0.065588,0.072737,0.078584,0.097414,0.081863,0.036873,0.035098
2000,0.074979,0.078014,0.099289,0.132237,0.112531,0.094006,0.188120,0.058312,0.105900,0.125184,0.135179,0.098280,0.184855,0.225401
2500,0.116933,0.122984,0.162550,0.194636,0.217009,0.200180,0.292306,0.270018,0.158044,0.179148,0.208396,0.300204,0.148375,0.189466
3000,0.168302,0.179532,0.205490,0.240663,0.252922,0.354894,0.241705,0.430223,0.208343,0.242629,0.292012,0.321566,0.424239,0.333002
3500,0.229672,0.251425,0.271678,0.315894,0.375571,0.423163,0.443178,0.363992,0.290823,0.329498,0.365246,0.348616,0.494228,0.259950
4000,0.299469,0.340782,0.348082,0.389172,0.467369,0.652606,0.635337,0.395785,0.359825,0.392830,0.477259,0.534263,0.527989,0.564915
4500,0.379281,0.451271,0.427812,0.467332,0.579111,0.642050,0.653010,0.661597,0.462626,0.470684,0.578506,0.599362,0.756648,0.545150
500,0.004982,0.004893,0.015361,0.002043,0.002930,0.005283,0.009043,0.018049,0.008629,0.004026,0.003517,0.003832,0.013856,0.016836
5000,0.470904,0.581749,0.528709,0.565502,0.713149,0.897330,0.952475,0.732222,0.570225,0.578232,0.678629,0.852593,0.750045,0.732523
5500,0.574134,0.723125,0.635976,0.663905,0.762198,1.025941,0.920792,1.068247,0.681869,0.733856,0.890501,1.061770,1.114562,0.864163
6000,0.681821,0.911715,0.850698,0.927895,1.276883,2.888131,1.961702,5.944474,0.883445,0.902635,1.027731,1.290596,1.511533,1.452664
6500,0.800519,1.086405,0.960755,1.048879,1.215397,2.751735,1.733499,6.510395,0.966156,1.046666,1.061853,1.481076,1.813883,2.097857
7000,0.924644,1.280901,1.059698,1.184860,1.178461,1.911499,1.938639,4.456418,1.139513,1.214188,1.497880,1.840575,1.996267,2.262851
7500,1.069030,1.507062,1.236053,1.238417,1.792928,3.353425,1.825414,2.076485,1.292316,1.371433,1.415213,2.015972,2.096706,2.621572
8000,1.220951,1.716034,1.367650,1.531239,1.996189,3.652777,4.334691,5.924778,1.469079,1.544462,1.912530,1.964302,2.493305,2.420108
8500,1.365739,1.969011,1.533840,1.676180,2.209916,3.920499,2.220663,3.862844,1.641489,1.733766,1.839578,2.206840,2.730402,2.817049
9000,1.530136,2.296521,1.748262,1.827108,2.240276,2.438963,3.445089,4.611772,1.773009,1.934338,2.057880,2.622435,2.931014,3.105605
9500,1.711701,2.645566,1.886667,2.042828,2.518819,2.621499,3.116581,3.947170,2.081594,2.125999,2.337699,2.694289,3.340859,3.589283
1000,0.018714,0.019919,0.036153,0.025692,0.029340,0.012040,0.023928,0.029380,0.040504,0.026713,0.015951,0.009778,0.016773,0.015689
10000,1.900796,2.945910,2.072747,2.119120,2.378147,3.738966,3.661127,3.565799,2.258573,2.541647,2.649712,3.311250,3.763884,3.600295
1500,0.042352,0.042254,0.074707,0.086833,0.074375,0.060081,0.040201,0.030187,0.077048,0.077865,0.090652,0.084980,0.048763,0.052582
2000,0.077277,0.078034,0.111257,0.145826,0.146110,0.176111,0.046183,0.105114,0.111687,0.145019,0.141865,0.151193,0.124001,0.147275
2500,0.117049,0.123205,0.150067,0.204438,0.218682,0.219264,0.290957,0.116634,0.150081,0.174562,0.187666,0.242989,0.260987,0.136134
3000,0.168577,0.180661,0.209760,0.244840,0.253663,0.381366,0.414753,0.395093,0.214185,0.241690,0.284301,0.384460,0.229661,0.342326
3500,0.229603,0.264956,0.280190,0.316776,0.319922,0.394734,0.449258,0.263971,0.284983,0.297712,0.381365,0.404187,0.397558,0.447345
4000,0.300334,0.343444,0.338610,0.391972,0.446271,0.667468,0.517464,0.543322,0.368222,0.410739,0.481900,0.480242,0.497963,0.399468
4500,0.385402,0.446929,0.432880,0.517140,0.582658,0.573081,0.754074,0.586129,0.456866,0.487376,0.584553,0.670112,0.806528,0.582864
500,0.004876,0.004908,0.010251,0.002173,0.003076,0.002406,0.010625,0.017507,0.008731,0.003760,0.006421,0.006773,0.008316,0.016459
5000,0.468431,0.582960,0.525662,0.566077,0.660756,0.724746,0.876437,0.679608,0.565289,0.588310,0.738395,0.909937,0.783756,0.659791
5500,0.575162,0.725789,0.640929,0.735064,0.785952,0.891828,0.881770,1.089487,0.761150,0.776536,0.809650,0.860429,1.121491,0.835620
6000,0.681510,0.911388,0.806059,0.923809,0.982099,2.438406,1.666579,4.186160,0.844860,0.919764,1.038010,1.472373,1.451770,1.474257
6500,0.798003,1.057619,0.881865,0.980785,1.177725,2.893904,4.768280,4.831804,0.995410,1.050850,1.236842,1.490375,1.718019,1.750247
7000,0.966449,1.256929,1.067907,1.183388,1.354271,1.396759,1.569896,1.894239,1.123366,1.268567,1.387298,1.595771,2.082240,1.884069
7500,1.066070,1.535348,1.212273,1.342176,1.649998,1.819132,3.090993,4.911966,1.291551,1.374321,1.579905,1.706850,2.406496,2.084769
8000,1.219233,1.790730,1.391145,1.545867,2.068339,2.060904,2.784720,5.494177,1.464728,1.549592,1.585807,1.908565,2.199156,2.507965
8500,1.368867,1.931457,1.576913,1.701228,2.236826,2.636943,3.486139,6.272121,1.635879,1.727235,1.936846,2.675051,2.849238,2.584326
9000,1.544067,2.328428,1.688328,1.784398,2.276877,2.628564,3.581354,2.990440,1.808712,1.930703,2.145585,2.913618,2.840681,2.773895
9500,1.755043,2.644841,1.897042,2.032368,2.530537,3.159915,2.907668,6.873014,2.047264,2.060266,2.494391,3.064122,3.379182,3.089343
1000,0.018696,0.020101,0.036215,0.027728,0.025075,0.019253,0.012624,0.021407,0.037838,0.026179,0.042997,0.011945,0.016719,0.017540
10000,1.901757,2.850749,2.028069,2.161844,2.709795,3.782088,4.336858,4.150343,2.266271,2.307755,2.438654,2.819136,3.471432,3.596773
1500,0.043302,0.043691,0.056536,0.070724,0.103457,0.089835,0.028060,0.044354,0.075317,0.090732,0.101017,0.089847,0.040254,0.041102
2000,0.074876,0.078124,0.111352,0.126391,0.122313,0.173722,0.182820,0.070517,0.109973,0.144867,0.147613,0.095107,0.062494,0.045442
2500,0.117392,0.122778,0.148752,0.163861,0.254317,0.210957,0.271038,0.266532,0.148432,0.192829,0.245044,0.320628,0.209276,0.220427
3000,0.168591,0.179883,0.206491,0.250415,0.276743,0.286686,0.402116,0.332179,0.211767,0.228228,0.289896,0.328854,0.241436,0.264998
3500,0.229560,0.252197,0.272761,0.315729,0.380004,0.455809,0.495996,0.466894,0.292493,0.318195,0.329746,0.522992,0.399583,0.544110
